Time, r_SP, r_MV, w_output, w_y, r_u, w_output
362.1279,1,0.769,0.231,0.769,0.231,1
362.1536,1,0.769,0.231,0.769,0.231,1
362.2487,1,0.769,0.231,0.769,0.231,1
362.2537,1,0.769,0.231,0.769,0.231,1
362.2642,1,0.769,0.231,0.769,0.231,1
362.2689,1,0.769,0.231,0.769,0.231,1
362.2835,1,0.769,0.231,0.769,0.231,1
362.3152,1,0.769,0.231,0.769,0.231,1
362.3263,1,0.769,0.231,0.769,0.231,1
362.3601,1,0.769,0.231,0.769,0.231,1
362.3834,1,0.769,0.231,0.769,0.231,1
362.4349,1,0.769,0.231,0.769,0.231,1
362.4467,1,0.769,0.231,0.769,0.231,1
362.4714,1,0.769,0.231,0.769,0.231,1
362.5672,1,0.769,0.231,0.769,0.231,1
362.5806,1,0.769,0.231,0.769,0.231,1
362.5822,1,0.769,0.231,0.769,0.231,1
362.5844,1,0.769,0.231,0.769,0.231,1
362.5846,1,0.769,0.231,0.769,0.231,1
362.6111,1,0.769,0.231,0.769,0.231,1
362.6224,1,0.769,0.231,0.769,0.231,1
362.6552,1,0.769,0.231,0.769,0.231,1
362.6798,1,0.769,0.231,0.769,0.231,1
362.7556,1,0.769,0.231,0.769,0.231,1
362.7661,1,0.769,0.231,0.769,0.231,1
362.7939,1,0.769,0.231,0.769,0.231,1
362.895,1,0.769,0.231,0.769,0.231,1
362.9005,1,0.769,0.231,0.769,0.231,1
362.9256,1,0.769,0.231,0.769,0.231,1
362.9293,1,0.769,0.231,0.769,0.231,1
362.9298,1,0.769,0.231,0.769,0.231,1
362.9487,1,0.769,0.231,0.769,0.231,1
362.9606,1,0.769,0.231,0.769,0.231,1
362.9955,1,0.769,0.231,0.769,0.231,1
363.0204,1,0.769,0.231,0.769,0.231,1
363.096,1,0.769,0.231,0.769,0.231,1
363.107,1,0.769,0.231,0.769,0.231,1
363.1318,1,0.769,0.231,0.769,0.231,1
363.2258,1,0.769,0.231,0.769,0.231,1
363.2517,1,0.769,0.231,0.769,0.231,1
363.2616,1,0.769,0.231,0.769,0.231,1
363.2987,1,0.769,0.231,0.769,0.231,1
363.3298,1,0.769,0.231,0.769,0.231,1
363.3387,1,0.769,0.231,0.769,0.231,1
363.3721,1,0.769,0.231,0.769,0.231,1
363.3735,1,0.769,0.231,0.769,0.231,1
363.398,1,0.769,0.231,0.769,0.231,1
363.4719,1,0.769,0.231,0.769,0.231,1
363.4823,1,0.769,0.231,0.769,0.231,1
363.5088,1,0.769,0.231,0.769,0.231,1
363.6256,1,0.769,0.231,0.769,0.231,1
363.6513,1,0.769,0.231,0.769,0.231,1
363.6526,1,0.769,0.231,0.769,0.231,1
363.6607,1,0.769,0.231,0.769,0.231,1
363.7176,1,0.769,0.231,0.769,0.231,1
363.7297,1,0.769,0.231,0.769,0.231,1
363.7405,1,0.769,0.231,0.769,0.231,1
363.7676,1,0.769,0.231,0.769,0.231,1
363.7739,1,0.769,0.231,0.769,0.231,1
363.8434,1,0.769,0.231,0.769,0.231,1
363.8546,1,0.769,0.231,0.769,0.231,1
363.881,1,0.769,0.231,0.769,0.231,1
363.9701,1,0.769,0.231,0.769,0.231,1
364.0193,1,0.769,0.231,0.769,0.231,1
364.0471,1,0.769,0.231,0.769,0.231,1
364.0586,1,0.769,0.231,0.769,0.231,1
364.0714,1,0.769,0.231,0.769,0.231,1
364.076,1,0.769,0.231,0.769,0.231,1
364.1006,1,0.769,0.231,0.769,0.231,1
364.1194,1,0.769,0.231,0.769,0.231,1
364.1239,1,0.769,0.231,0.769,0.231,1
364.1998,1,0.769,0.231,0.769,0.231,1
364.2116,1,0.769,0.231,0.769,0.231,1
364.237,1,0.769,0.231,0.769,0.231,1
364.3336,1,0.769,0.231,0.7691,0.231,1
364.3573,1,0.769,0.231,0.7691,0.231,1
364.3667,1,0.769,0.231,0.7691,0.231,1
364.3765,1,0.7691,0.231,0.7691,0.231,1
364.408,1,0.7691,0.231,0.7691,0.231,1
364.4193,1,0.7691,0.231,0.7691,0.231,1
364.4316,1,0.7691,0.231,0.7691,0.231,1
364.4562,1,0.7691,0.231,0.7691,0.231,1
364.481,1,0.7691,0.231,0.7691,0.231,1
364.5723,1,0.7691,0.2309,0.7691,0.231,1
364.5836,1,0.7691,0.2309,0.7691,0.231,1
364.6073,1,0.7691,0.2309,0.7691,0.2309,1
364.6937,1,0.7691,0.2309,0.7691,0.2309,1
364.7448,1,0.7691,0.2309,0.7691,0.2309,1
364.7674,1,0.7691,0.2309,0.7691,0.2309,1
364.777,1,0.7691,0.2309,0.7691,0.2309,1
364.7832,1,0.7691,0.2309,0.7691,0.2309,1
364.7946,1,0.7691,0.2309,0.7691,0.2309,1
364.8037,1,0.7691,0.2309,0.7691,0.2309,1
364.8293,1,0.7691,0.2309,0.7691,0.2309,1
364.8567,1,0.7691,0.2309,0.7691,0.2309,1
364.9341,1,0.7691,0.2309,0.7691,0.2309,1
364.9447,1,0.7691,0.2309,0.7691,0.2309,1
364.9711,1,0.7691,0.2309,0.7691,0.2309,1
365.0625,1,0.7691,0.2309,0.7691,0.2309,1
365.0947,1,0.7691,0.2309,0.7691,0.2309,1
365.1185,1,0.7691,0.2309,0.7691,0.2309,1
365.1301,1,0.7691,0.2309,0.7691,0.2309,1
365.1408,1,0.7691,0.2309,0.7691,0.2309,1
365.1461,1,0.7691,0.2309,0.7691,0.2309,1
365.1744,1,0.7691,0.2309,0.7691,0.2309,1
365.1911,1,0.7691,0.2309,0.7691,0.2309,1
365.199,1,0.7691,0.2309,0.7691,0.2309,1
365.2718,1,0.7691,0.2309,0.7691,0.2309,1
365.283,1,0.7691,0.2309,0.7691,0.2309,1
365.3095,1,0.7691,0.2309,0.7691,0.2309,1
365.4052,1,0.7691,0.2309,0.7691,0.2309,1
365.4451,1,0.7691,0.2309,0.7691,0.2309,1
365.4639,1,0.7691,0.2309,0.7691,0.2309,1
365.4685,1,0.7691,0.2309,0.7691,0.2309,1
365.4732,1,0.7691,0.2309,0.7691,0.2309,1
365.4754,1,0.7691,0.2309,0.7691,0.2309,1
365.5173,1,0.7691,0.2309,0.7691,0.2309,1
365.5796,1,0.7691,0.2309,0.7691,0.2309,1
365.5795,1,0.7691,0.2309,0.7691,0.2309,1
365.6562,1,0.7691,0.2309,0.7691,0.2309,1
365.6672,1,0.7691,0.2309,0.7691,0.2309,1
365.6939,1,0.7691,0.2309,0.7691,0.2309,1
365.7838,1,0.7691,0.2309,0.7691,0.2309,1
365.8308,1,0.7691,0.2309,0.7691,0.2309,1
365.8312,1,0.7691,0.2309,0.7691,0.2309,1
365.8343,1,0.7691,0.2309,0.7691,0.2309,1
365.8856,1,0.7691,0.2309,0.7691,0.2309,1
365.8957,1,0.7691,0.2309,0.7691,0.2309,1
365.9103,1,0.7691,0.2309,0.7691,0.2309,1
365.9625,1,0.7691,0.2309,0.7691,0.2309,1
366.0105,1,0.7691,0.2309,0.7691,0.2309,1
366.073,1,0.7691,0.2309,0.7691,0.2309,1
366.0835,1,0.7691,0.2309,0.7691,0.2309,1
366.1104,1,0.7691,0.2309,0.7691,0.2309,1
366.2077,1,0.7691,0.2309,0.7691,0.2309,1
366.2464,1,0.7691,0.2309,0.7691,0.2309,1
366.2657,1,0.7691,0.2309,0.7691,0.2309,1
366.27,1,0.7691,0.2309,0.7691,0.2309,1
366.2747,1,0.7691,0.2309,0.7691,0.2309,1
366.2773,1,0.7691,0.2309,0.7691,0.2309,1
366.3208,1,0.7691,0.2309,0.7691,0.2309,1
366.3403,1,0.7691,0.2309,0.7691,0.2309,1
366.3441,1,0.7691,0.2309,0.7691,0.2309,1
366.4184,1,0.7691,0.2309,0.7691,0.2309,1
366.4297,1,0.7691,0.2309,0.7691,0.2309,1
366.4578,1,0.7691,0.2309,0.7691,0.2309,1
366.5455,1,0.7691,0.2309,0.7691,0.2309,1
366.6197,1,0.7691,0.2309,0.7691,0.2309,1
366.6546,1,0.7691,0.2309,0.7691,0.2309,1
366.6645,1,0.7691,0.2309,0.7691,0.2309,1
366.6788,1,0.7691,0.2309,0.7691,0.2309,1
366.6836,1,0.7691,0.2309,0.7691,0.2309,1
366.7094,1,0.7691,0.2309,0.7691,0.2309,1
366.7267,1,0.7691,0.2309,0.7691,0.2309,1
366.7323,1,0.7691,0.2309,0.7691,0.2309,1
366.808,1,0.7691,0.2309,0.7691,0.2309,1
366.8187,1,0.7691,0.2309,0.7691,0.2309,1
366.8458,1,0.7691,0.2309,0.7691,0.2309,1
366.9296,1,0.7691,0.2309,0.7691,0.2309,1
366.9572,1,0.7691,0.2309,0.7691,0.2309,1
367.0514,1,0.7691,0.2309,0.7691,0.2309,1
367.0618,1,0.7691,0.2309,0.7691,0.2309,1
367.0751,1,0.7691,0.2309,0.7691,0.2309,1
367.0865,1,0.7691,0.2309,0.7691,0.2309,1
367.089,1,0.7691,0.2309,0.7691,0.2309,1
367.1225,1,0.7691,0.2309,0.7691,0.2309,1
367.1469,1,0.7691,0.2309,0.7691,0.2309,1
367.2234,1,0.7691,0.2309,0.7691,0.2309,1
367.234,1,0.7691,0.2309,0.7691,0.2309,1
367.2622,1,0.7691,0.2309,0.7691,0.2309,1
367.3483,1,0.7691,0.2309,0.7691,0.2309,1
367.3838,1,0.7691,0.2309,0.7691,0.2309,1
367.4075,1,0.7691,0.2309,0.7691,0.2309,1
367.412,1,0.7691,0.2309,0.7691,0.2309,1
367.4402,1,0.7691,0.2309,0.7691,0.2309,1
367.4813,1,0.7691,0.2309,0.7691,0.2309,1
367.5074,1,0.7691,0.2309,0.7691,0.2309,1
367.5117,1,0.7691,0.2309,0.7691,0.2309,1
367.5378,1,0.7691,0.2309,0.7691,0.2309,1
367.6142,1,0.7691,0.2309,0.7691,0.2309,1
367.6255,1,0.7691,0.2309,0.7691,0.2309,1
367.653,1,0.7691,0.2309,0.7691,0.2309,1
367.7406,1,0.7691,0.2309,0.7691,0.2309,1
367.7642,1,0.7691,0.2309,0.7691,0.2309,1
367.7905,1,0.7691,0.2309,0.7691,0.2309,1
367.7952,1,0.7691,0.2309,0.7691,0.2309,1
367.8246,1,0.7691,0.2309,0.7691,0.2309,1
367.8666,1,0.7691,0.2309,0.7691,0.2309,1
367.8765,1,0.7691,0.2309,0.7691,0.2309,1
367.8918,1,0.7691,0.2309,0.7691,0.2309,1
367.9042,1,0.7691,0.2309,0.7691,0.2309,1
367.9811,1,0.7691,0.2309,0.7691,0.2309,1
367.9925,1,0.7691,0.2309,0.7691,0.2309,1
368.0196,1,0.7691,0.2309,0.7691,0.2309,1
368.1123,1,0.7691,0.2309,0.7691,0.2309,1
368.1159,1,0.7691,0.2309,0.7691,0.2309,1
368.1562,1,0.7691,0.2309,0.7691,0.2309,1
368.1612,1,0.7691,0.2309,0.7691,0.2309,1
368.2042,1,0.7691,0.2309,0.7691,0.2309,1
368.2228,1,0.7691,0.2309,0.7691,0.2309,1
368.2302,1,0.7691,0.2309,0.7691,0.2309,1
368.2418,1,0.7691,0.2309,0.7691,0.2309,1
368.2695,1,0.7691,0.2309,0.7691,0.2309,1
368.3325,1,0.7691,0.2309,0.7691,0.2309,1
368.3444,1,0.7691,0.2309,0.7691,0.2309,1
368.371,1,0.7691,0.2309,0.7691,0.2309,1
368.4696,1,0.7691,0.2309,0.7691,0.2309,1
368.4872,1,0.7691,0.2309,0.7691,0.2309,1
368.5541,1,0.7691,0.2309,0.7691,0.2309,1
368.5599,1,0.7691,0.2309,0.7691,0.2309,1
368.5947,1,0.7691,0.2309,0.7691,0.2309,1
368.6143,1,0.7691,0.2309,0.7691,0.2309,1
368.6191,1,0.7691,0.2309,0.7691,0.2309,1
368.6305,1,0.7691,0.2309,0.7691,0.2309,1
368.6567,1,0.7691,0.2309,0.7691,0.2309,1
368.812,1,0.7691,0.2309,0.7691,0.2309,1
368.825,1,0.7691,0.2309,0.7691,0.2309,1
368.853,1,0.7691,0.2309,0.7691,0.2309,1
368.9519,1,0.7691,0.2309,0.7691,0.2309,1
368.9531,1,0.7691,0.2309,0.7691,0.2309,1
368.9655,1,0.7691,0.2309,0.7691,0.2309,1
368.9661,1,0.7691,0.2309,0.7691,0.2309,1
368.9751,1,0.7691,0.2309,0.7691,0.2309,1
369.0251,1,0.7691,0.2309,0.7691,0.2309,1
369.0522,1,0.7691,0.2309,0.7691,0.2309,1
369.0631,1,0.7691,0.2309,0.7691,0.2309,1
369.0752,1,0.7691,0.2309,0.7691,0.2309,1
369.1584,1,0.7691,0.2309,0.7691,0.2309,1
369.1696,1,0.7691,0.2309,0.7691,0.2309,1
369.1958,1,0.7691,0.2309,0.7691,0.2309,1
369.2871,1,0.7691,0.2309,0.7691,0.2309,1
369.3005,1,0.7691,0.2309,0.7691,0.2309,1
369.3351,1,0.7691,0.2309,0.7691,0.2309,1
369.3459,1,0.7691,0.2309,0.7691,0.2309,1
369.3427,1,0.7691,0.2309,0.7691,0.2309,1
369.3873,1,0.7691,0.2309,0.7691,0.2309,1
369.402,1,0.7691,0.2309,0.7691,0.2309,1
369.4234,1,0.7691,0.2309,0.7691,0.2309,1
369.45,1,0.7691,0.2309,0.7691,0.2309,1
369.5243,1,0.7691,0.2309,0.7691,0.2309,1
369.5354,1,0.7691,0.2309,0.7691,0.2309,1
369.5963,1,0.7691,0.2309,0.7691,0.2309,1
369.726,1,0.7691,0.2309,0.7691,0.2309,1
369.7268,1,0.7691,0.2309,0.7691,0.2309,1
369.7328,1,0.7691,0.2309,0.7691,0.2309,1
369.7435,1,0.7691,0.2309,0.7691,0.2309,1
369.7507,1,0.7691,0.2309,0.7691,0.2309,1
369.7561,1,0.7691,0.2309,0.7691,0.2309,1
369.7855,1,0.7691,0.2309,0.7691,0.2309,1
369.8155,1,0.7691,0.2309,0.7691,0.2309,1
369.8169,1,0.7691,0.2309,0.7691,0.2309,1
369.8914,1,0.7691,0.2309,0.7691,0.2309,1
369.9032,1,0.7691,0.2309,0.7691,0.2309,1
369.9298,1,0.7691,0.2309,0.7691,0.2309,1
370.0321,1,0.7691,0.2309,0.7691,0.2309,1
370.064,1,0.7691,0.2309,0.7691,0.2309,1
370.1058,1,0.7691,0.2309,0.7691,0.2309,1
370.1173,1,0.7691,0.2309,0.7691,0.2309,1
370.1299,1,0.7691,0.2309,0.7691,0.2309,1
370.1353,1,0.7691,0.2309,0.7691,0.2309,1
370.193,1,0.7691,0.2309,0.7691,0.2309,1
370.203,1,0.7691,0.2309,0.7691,0.2309,1
370.2079,1,0.7691,0.2309,0.7691,0.2309,1
370.2802,1,0.7691,0.2309,0.7691,0.2309,1
370.2912,1,0.7691,0.2309,0.7691,0.2309,1
370.3177,1,0.7691,0.2309,0.7691,0.2309,1
370.4064,1,0.7691,0.2309,0.7691,0.2309,1
370.434,1,0.7691,0.2309,0.7691,0.2309,1
370.4823,1,0.7691,0.2309,0.7691,0.2309,1
370.4918,1,0.7691,0.2309,0.7691,0.2309,1
370.525,1,0.7691,0.2309,0.7691,0.2309,1
370.5339,1,0.7691,0.2309,0.7691,0.2309,1
370.5633,1,0.7691,0.2309,0.7691,0.2309,1
370.569,1,0.7691,0.2309,0.7691,0.2309,1
370.5871,1,0.7691,0.2309,0.7691,0.2309,1
370.6657,1,0.7691,0.2309,0.7691,0.2309,1
370.6764,1,0.7691,0.2309,0.7691,0.2309,1
370.7041,1,0.7691,0.2309,0.7691,0.2309,1
370.8033,1,0.7691,0.2309,0.7691,0.2309,1
370.8084,1,0.7691,0.2309,0.7691,0.2309,1
370.8156,1,0.7691,0.2309,0.7691,0.2309,1
370.8559,1,0.7691,0.2309,0.7691,0.2309,1
370.8572,1,0.7691,0.2309,0.7691,0.2309,1
370.905,1,0.7691,0.2309,0.7691,0.2309,1
370.9151,1,0.7691,0.2309,0.7691,0.2309,1
370.9467,1,0.7691,0.2309,0.7691,0.2309,1
370.9727,1,0.7691,0.2309,0.7691,0.2309,1
371.0467,1,0.7691,0.2309,0.7691,0.2309,1
371.0574,1,0.7691,0.2309,0.7691,0.2309,1
371.0834,1,0.7691,0.2309,0.7691,0.2309,1
371.185,1,0.7691,0.2309,0.7691,0.2309,1
371.1892,1,0.7691,0.2309,0.7691,0.2309,1
371.1996,1,0.7691,0.2309,0.7691,0.2309,1
371.2403,1,0.7691,0.2309,0.7691,0.2309,1
371.2681,1,0.7691,0.2309,0.7691,0.2309,1
371.2774,1,0.7691,0.2309,0.7691,0.2309,1
371.3132,1,0.7691,0.2309,0.7691,0.2309,1
371.3343,1,0.7691,0.2309,0.7691,0.2309,1
371.3601,1,0.7691,0.2309,0.7691,0.2309,1
371.4505,1,0.7691,0.2309,0.7691,0.2309,1
371.4613,1,0.7691,0.2309,0.7691,0.2309,1
371.4877,1,0.7691,0.2309,0.7691,0.2309,1
371.5898,1,0.7691,0.2309,0.7691,0.2309,1
371.5948,1,0.7691,0.2309,0.7691,0.2309,1
371.6087,1,0.7691,0.2309,0.7691,0.2309,1
371.6194,1,0.7691,0.2309,0.7691,0.2309,1
371.6014,1,0.7691,0.2309,0.7691,0.2309,1
371.6327,1,0.7691,0.2309,0.7691,0.2309,1
371.6532,1,0.7691,0.2309,0.7691,0.2309,1
371.6896,1,0.7691,0.2309,0.7691,0.2309,1
371.7266,1,0.7691,0.2309,0.7691,0.2309,1
371.7557,1,0.7691,0.2309,0.7691,0.2309,1
371.7666,1,0.7691,0.2309,0.7691,0.2309,1
371.7948,1,0.7691,0.2309,0.7691,0.2309,1
371.8957,1,0.7691,0.2309,0.7691,0.2309,1
371.9,1,0.7691,0.2309,0.7691,0.2309,1
371.91,1,0.7691,0.2309,0.7691,0.2309,1
371.951,1,0.7691,0.2309,0.7691,0.2309,1
371.9783,1,0.7691,0.2309,0.7691,0.2309,1
371.9876,1,0.7691,0.2309,0.7691,0.2309,1
372.0196,1,0.7691,0.2309,0.7691,0.2309,1
372.0233,1,0.7691,0.2309,0.7691,0.2309,1
372.0449,1,0.7691,0.2309,0.7691,0.2309,1
372.1204,1,0.7691,0.2309,0.7691,0.2309,1
372.1314,1,0.7691,0.2309,0.7691,0.2309,1
372.1608,1,0.7691,0.2309,0.7691,0.2309,1
372.2647,1,0.7691,0.2309,0.7691,0.2309,1
372.2651,1,0.7691,0.2309,0.7691,0.2309,1
372.2695,1,0.7691,0.2309,0.7691,0.2309,1
372.2792,1,0.7691,0.2309,0.7691,0.2309,1
372.2829,1,0.7691,0.2309,0.7691,0.2309,1
372.2878,1,0.7691,0.2309,0.7691,0.2309,1
372.3173,1,0.7691,0.2309,0.7691,0.2309,1
372.3189,1,0.7691,0.2309,0.7691,0.2309,1
372.3409,1,0.7691,0.2309,0.7691,0.2309,1
372.3946,1,0.7691,0.2309,0.7691,0.2309,1
372.4066,1,0.7691,0.2309,0.7691,0.2309,1
372.4333,1,0.7691,0.2309,0.7691,0.2309,1
372.5234,1,0.7691,0.2309,0.7691,0.2309,1
372.5711,1,0.7691,0.2309,0.7691,0.2309,1
372.6076,1,0.7691,0.2309,0.7691,0.2309,1
372.6365,1,0.7691,0.2309,0.7691,0.2309,1
372.6709,1,0.7691,0.2309,0.7691,0.2309,1
372.6778,1,0.7691,0.2309,0.7691,0.2309,1
372.6868,1,0.7691,0.2309,0.7691,0.2309,1
372.7212,1,0.7691,0.2309,0.7691,0.2309,1
372.7469,1,0.7691,0.2309,0.7691,0.2309,1
372.8249,1,0.7691,0.2309,0.7691,0.2309,1
372.8355,1,0.7691,0.2309,0.7691,0.2309,1
372.8631,1,0.7691,0.2309,0.7691,0.2309,1
372.9545,1,0.7691,0.2309,0.7691,0.2309,1
372.968,1,0.7691,0.2309,0.7691,0.2309,1
372.9764,1,0.7691,0.2309,0.7691,0.2309,1
372.9924,1,0.7691,0.2309,0.7691,0.2309,1
373.0139,1,0.7691,0.2309,0.7691,0.2309,1
373.0403,1,0.7691,0.2309,0.7691,0.2309,1
373.0489,1,0.7691,0.2309,0.7691,0.2309,1
373.0518,1,0.7691,0.2309,0.7691,0.2309,1
373.0789,1,0.7691,0.2309,0.7691,0.2309,1
373.1558,1,0.7691,0.2309,0.7691,0.2309,1
373.1668,1,0.7691,0.2309,0.7691,0.2309,1
373.1932,1,0.7691,0.2309,0.7691,0.2309,1
373.2834,1,0.7691,0.2309,0.7691,0.2309,1
373.3251,1,0.7691,0.2309,0.7691,0.2309,1
373.3609,1,0.7691,0.2309,0.7691,0.2309,1
373.3636,1,0.7691,0.2309,0.7691,0.2309,1
373.3671,1,0.7691,0.2309,0.7691,0.2309,1
373.3714,1,0.7691,0.2309,0.7691,0.2309,1
373.3775,1,0.7691,0.2309,0.7691,0.2309,1
373.4118,1,0.7691,0.2309,0.7691,0.2309,1
373.4373,1,0.7691,0.2309,0.7691,0.2309,1
373.511,1,0.7691,0.2309,0.7691,0.2309,1
373.5218,1,0.7691,0.2309,0.7691,0.2309,1
373.5815,1,0.7691,0.2309,0.7691,0.2309,1
373.6696,1,0.7691,0.2309,0.7691,0.2309,1
373.6697,1,0.7691,0.2309,0.7691,0.2309,1
373.7125,1,0.7691,0.2309,0.7691,0.2309,1
373.7172,1,0.7691,0.2309,0.7691,0.2309,1
373.7486,1,0.7691,0.2309,0.7691,0.2309,1
373.7793,1,0.7691,0.2309,0.7691,0.2309,1
373.7885,1,0.7691,0.2309,0.7691,0.2309,1
373.8209,1,0.7691,0.2309,0.7691,0.2309,1
373.8462,1,0.7691,0.2309,0.7691,0.2309,1
373.9244,1,0.7691,0.2309,0.7691,0.2309,1
373.9355,1,0.7691,0.2309,0.7691,0.2309,1
373.9625,1,0.7691,0.2309,0.7691,0.2309,1
374.0727,1,0.7691,0.2309,0.7691,0.2309,1
374.1,1,0.7691,0.2309,0.7691,0.2309,1
374.105,1,0.7691,0.2309,0.7691,0.2309,1
374.1085,1,0.7691,0.2309,0.7691,0.2309,1
374.132,1,0.7691,0.2309,0.7691,0.2309,1
374.142,1,0.7691,0.2309,0.7691,0.2309,1
374.1583,1,0.7691,0.2309,0.7691,0.2309,1
374.1782,1,0.7691,0.2309,0.7691,0.2309,1
374.2028,1,0.7691,0.2309,0.7691,0.2309,1
374.2779,1,0.7691,0.2309,0.7691,0.2309,1
374.2887,1,0.7691,0.2309,0.7691,0.2309,1
374.3144,1,0.7691,0.2309,0.7691,0.2309,1
374.4549,1,0.7691,0.2309,0.7691,0.2309,1
374.4599,1,0.7691,0.2309,0.7691,0.2309,1
374.4699,1,0.7691,0.2309,0.7691,0.2309,1
374.481,1,0.7691,0.2309,0.7691,0.2309,1
374.5185,1,0.7691,0.2309,0.7691,0.2309,1
374.5292,1,0.7691,0.2309,0.7691,0.2309,1
374.5454,1,0.7691,0.2309,0.7691,0.2309,1
374.5913,1,0.7691,0.2309,0.7691,0.2309,1
374.6148,1,0.7691,0.2309,0.7691,0.2309,1
374.6688,1,0.7691,0.2309,0.7691,0.2309,1
374.6808,1,0.7691,0.2309,0.7691,0.2309,1
374.7059,1,0.7691,0.2309,0.7691,0.2309,1
374.8165,1,0.7691,0.2309,0.7691,0.2309,1
374.8275,1,0.7691,0.2309,0.7691,0.2309,1
374.8823,1,0.7691,0.2309,0.7691,0.2309,1
374.8941,1,0.7691,0.2309,0.7691,0.2309,1
374.9075,1,0.7691,0.2309,0.7691,0.2309,1
374.9129,1,0.7691,0.2309,0.7691,0.2309,1
374.94,1,0.7691,0.2309,0.7691,0.2309,1
374.9576,1,0.7691,0.2309,0.7691,0.2309,1
374.9667,1,0.7691,0.2309,0.7691,0.2309,1
375.0417,1,0.7691,0.2309,0.7691,0.2309,1
375.0545,1,0.7691,0.2309,0.7691,0.2309,1
375.0786,1,0.7691,0.2309,0.7691,0.2309,1
375.1688,1,0.7691,0.2309,0.7691,0.2309,1
375.1923,1,0.7691,0.2309,0.7691,0.2309,1
375.2171,1,0.7691,0.2309,0.7691,0.2309,1
375.227,1,0.7691,0.2309,0.7691,0.2309,1
375.261,1,0.7691,0.2309,0.7691,0.2309,1
375.2712,1,0.7691,0.2309,0.7691,0.2309,1
375.3029,1,0.7691,0.2309,0.7691,0.2309,1
375.3471,1,0.7691,0.2309,0.7691,0.2309,1
375.3648,1,0.7691,0.2309,0.7691,0.2309,1
375.4232,1,0.7691,0.2309,0.7691,0.2309,1
375.4358,1,0.7691,0.2309,0.7691,0.2309,1
375.4619,1,0.7691,0.2309,0.7691,0.2309,1
375.5566,1,0.7691,0.2309,0.7691,0.2309,1
375.5762,1,0.7691,0.2309,0.7691,0.2309,1
375.6197,1,0.7691,0.2309,0.7691,0.2309,1
375.6299,1,0.7691,0.2309,0.7691,0.2309,1
375.6913,1,0.7691,0.2309,0.7691,0.2309,1
375.7036,1,0.7691,0.2309,0.7691,0.2309,1
375.7151,1,0.7691,0.2309,0.7691,0.2309,1
375.7412,1,0.7691,0.2309,0.7691,0.2309,1
375.75,1,0.7691,0.2309,0.7691,0.2309,1
375.8135,1,0.7691,0.2309,0.7691,0.2309,1
375.8243,1,0.7691,0.2309,0.7691,0.2309,1
375.8507,1,0.7691,0.2309,0.7691,0.2309,1
375.9455,1,0.7691,0.2309,0.7691,0.2309,1
375.9638,1,0.7691,0.2309,0.7691,0.2309,1
376.0341,1,0.7691,0.2309,0.7691,0.2309,1
376.0394,1,0.7691,0.2309,0.7691,0.2309,1
376.0594,1,0.7691,0.2309,0.7691,0.2309,1
376.084,1,0.7691,0.2309,0.7691,0.2309,1
376.095,1,0.7691,0.2309,0.7691,0.2309,1
376.1287,1,0.7691,0.2309,0.7691,0.2309,1
376.156,1,0.7691,0.2309,0.7691,0.2309,1
376.2471,1,0.7691,0.2309,0.7691,0.2309,1
376.267,1,0.7691,0.2309,0.7691,0.2309,1
376.3048,1,0.7691,0.2309,0.7691,0.2309,1
376.4345,1,0.7691,0.2309,0.7691,0.2309,1
376.4752,1,0.7691,0.2309,0.7691,0.2309,1
376.4764,1,0.7691,0.2309,0.7691,0.2309,1
376.4787,1,0.7691,0.2309,0.7691,0.2309,1
376.5579,1,0.7691,0.2309,0.7691,0.2309,1
376.5801,1,0.7691,0.2309,0.7691,0.2309,1
376.5911,1,0.7691,0.2309,0.7691,0.2309,1
376.6241,1,0.7691,0.2309,0.7691,0.2309,1
376.6275,1,0.7691,0.2309,0.7691,0.2309,1
376.7124,1,0.7691,0.2309,0.7691,0.2309,1
376.7269,1,0.7691,0.2309,0.7691,0.2309,1
376.7538,1,0.7691,0.2309,0.7691,0.2309,1
376.8548,1,0.7691,0.2309,0.7691,0.2309,1
376.8729,1,0.7691,0.2309,0.7691,0.2309,1
376.9553,1,0.7691,0.2309,0.7691,0.2309,1
376.9682,1,0.7691,0.2309,0.7691,0.2309,1
376.9981,1,0.7691,0.2309,0.7691,0.2309,1
377.0211,1,0.7691,0.2309,0.7691,0.2309,1
377.0309,1,0.7691,0.2309,0.7691,0.2309,1
377.0862,1,0.7691,0.2309,0.7691,0.2309,1
377.1107,1,0.7691,0.2309,0.7691,0.2309,1
377.1936,1,0.7691,0.2309,0.7691,0.2309,1
377.2043,1,0.7691,0.2309,0.7691,0.2309,1
377.2316,1,0.7691,0.2309,0.7691,0.2309,1
377.3251,1,0.7691,0.2309,0.7691,0.2309,1
377.3244,1,0.7691,0.2309,0.7691,0.2309,1
377.3693,1,0.7691,0.2309,0.7691,0.2309,1
377.3746,1,0.7691,0.2309,0.7691,0.2309,1
377.4163,1,0.7691,0.2309,0.7691,0.2309,1
377.4371,1,0.7691,0.2309,0.7691,0.2309,1
377.4426,1,0.7691,0.2309,0.7691,0.2309,1
377.4541,1,0.7691,0.2309,0.7691,0.2309,1
377.4805,1,0.7691,0.2309,0.7691,0.2309,1
377.6087,1,0.7691,0.2309,0.7691,0.2309,1
377.6218,1,0.7691,0.2309,0.7691,0.2309,1
377.6535,1,0.7691,0.2309,0.7691,0.2309,1
