Time, r_SP, r_MV, w_output, w_y, r_u, w_output
0.2754,0,0,0,0,0,0
0.2829,0,0,0,0,0,0
0.2935,0,0,0,0,0,0
0.3064,0,0,0,0,0,0
0.3373,0,0,0,0,0,0
0.3491,0,0,0,0,0,0
0.3511,0,0,0,0,0,0
0.4053,0,0,0,0,0,0
0.41,0,0,0,0,0,0
0.4997,0,0,0,0,0,0
0.5119,0,0,0,0,0,0
0.5379,0,0,0,0,0,0
0.6317,0,0,0,0,0,0
0.6486,0,0,0,0,0,0
0.7253,0,0,0,0,0,0
0.7362,0,0,0,0,0,0
0.762,0,0,0,0,0,0
0.7683,0,0,0,0,0,0
0.7718,0,0,0,0,0,0
0.7734,0,0,0,0,0,0
0.7993,0,0,0,0,0,0
0.8864,0,0,0,0,0,0
0.8976,0,0,0,0,0,0
0.9234,0,0,0,0,0,0
1.0291,0,0,0,0,0,0
1.1182,0,0,0,0,0,0
1.1686,0,0,0,0,0,0
1.1789,0,0,0,0,0,0
1.2101,0,0,0,0,0,0
1.2201,0,0,0,0,0,0
1.2609,0,0,0,0,0,0
1.3013,0,0,0,0,0,0
1.3324,0,0,0,0,0,0
1.3702,0,0,0,0,0,0
1.3964,0,0,0,0,0,0
1.412,0,0,0,0,0,0
1.5263,0,0,0,0,0,0
1.5316,0,0,0,0,0,0
1.577,0,0,0,0,0,0
1.5874,0,0,0,0,0,0
1.6319,0,0,0,0,0,0
1.6446,0,0,0,0,0,0
1.6564,0,0,0,0,0,0
1.6738,0,0,0,0,0,0
1.6785,0,0,0,0,0,0
1.8035,0,0,0,0,0,0
1.8151,0,0,0,0,0,0
1.8407,0,0,0,0,0,0
1.9711,0,0,0,0,0,0
2.0265,0,0,0,0,0,0
2.0398,0,0,0,0,0,0
2.0688,0,0,0,0,0,0
2.1633,0,0,0,0,0,0
2.1639,0,0,0,0,0,0
2.1671,0,0,0,0,0,0
2.1787,0,0,0,0,0,0
2.2001,0,0,0,0,0,0
2.286,0,0,0,0,0,0
2.2978,0,0,0,0,0,0
2.3232,0,0,0,0,0,0
2.4412,0,0,0,0,0,0
2.446,0,0,0,0,0,0
2.5379,0,0,0,0,0,0
2.548,0,0,0,0,0,0
2.5789,0,0,0,0,0,0
2.589,0,0,0,0,0,0
2.6301,0,0,0,0,0,0
2.6706,0,0,0,0,0,0
2.703,0,0,0,0,0,0
2.738,0,0,0,0,0,0
2.7486,0,0,0,0,0,0
2.7747,0,0,0,0,0,0
2.8968,0,0,0,0,0,0
2.909,0,0,0,0,0,0
3.0461,0,0,0,0,0,0
3.0585,0,0,0,0,0,0
3.0805,0,0,0,0,0,0
3.0934,0,0,0,0,0,0
3.0941,0,0,0,0,0,0
3.1278,0,0,0,0,0,0
3.1621,0,0,0,0,0,0
3.2495,0,0,0,0,0,0
3.2615,0,0,0,0,0,0
3.2882,0,0,0,0,0,0
3.3906,0,0,0,0,0,0
3.4031,0,0,0,0,0,0
3.5453,0,0,0,0,0,0
3.5551,0,0,0,0,0,0
3.5956,0,0,0,0,0,0
3.6057,0,0,0,0,0,0
3.643,0,0,0,0,0,0
3.6442,0,0,0,0,0,0
3.6789,0,0,0,0,0,0
3.7651,0,0,0,0,0,0
3.7771,0,0,0,0,0,0
3.8037,0,0,0,0,0,0
3.9028,0,0,0,0,0,0
3.9151,0,0,0,0,0,0
4.0525,0,0,0,0,0,0
4.0625,0,0,0,0,0,0
4.0997,0,0,0,0,0,0
4.1123,0,0,0,0,0,0
4.1224,0,0,0,0,0,0
4.1508,0,0,0,0,0,0
4.182,0,0,0,0,0,0
4.2727,0,0,0,0,0,0
4.2846,0,0,0,0,0,0
4.3134,0,0,0,0,0,0
4.4183,0,0,0,0,0,0
4.44,0,0,0,0,0,0
4.4816,0,0,0,0,0,0
4.4908,0,0,0,0,0,0
4.5734,0,0,0,0,0,0
4.6049,0,0,0,0,0,0
4.6167,0,0,0,0,0,0
4.6423,0,0,0,0,0,0
4.7259,0,0,0,0,0,0
4.7496,0,0,0,0,0,0
4.7601,0,0,0,0,0,0
4.7957,0,0,0,0,0,0
4.895,0,0,0,0,0,0
4.9,0,0,0,0,0,0
4.9634,0,0,0,0,0,0
4.9679,0,0,0,0,0,0
4.9782,0,0,0,0,0,0
4.983,0,0,0,0,0,0
4.9929,0,0,0,0,0,0
5.027,0,0,0,0,0,0
5.04,0,0,0,0,0,0
5.1114,0,0,0,0,0,0
5.1217,0,0,0,0,0,0
5.1637,0,0,0,0,0,0
5.2587,0,0,0,0,0,0
5.3088,0,0,0,0,0,0
5.3643,0,0,0,0,0,0
5.3751,0,0,0,0,0,0
5.3983,0,0,0,0,0,0
5.3997,0,0,0,0,0,0
5.4114,0,0,0,0,0,0
5.4373,0,0,0,0,0,0
5.4468,0,0,0,0,0,0
5.5476,0,0,0,0,0,0
5.5586,0,0,0,0,0,0
5.6012,0,0,0,0,0,0
5.7121,0,0,0,0,0,0
5.7171,0,0,0,0,0,0
5.7464,0,0,0,0,0,0
5.7518,0,0,0,0,0,0
5.7828,0,0,0,0,0,0
5.7982,0,0,0,0,0,0
5.8027,0,0,0,0,0,0
5.8222,0,0,0,0,0,0
5.8286,0,0,0,0,0,0
5.9198,0,0,0,0,0,0
5.9314,0,0,0,0,0,0
5.9571,0,0,0,0,0,0
6.0947,0,0,0,0,0,0
6.1004,0,0,0,0,0,0
6.118,0,0,0,0,0,0
6.1223,0,0,0,0,0,0
6.1415,0,0,0,0,0,0
6.1823,0,0,0,0,0,0
6.1931,0,0,0,0,0,0
6.2684,0,0,0,0,0,0
6.2906,0,0,0,0,0,0
6.3721,0,0,0,0,0,0
6.3831,0,0,0,0,0,0
6.4358,0,0,0,0,0,0
6.5461,0,0,0,0,0,0
6.5515,0,0,0,0,0,0
6.5555,0,0,0,0,0,0
6.5628,0,0,0,0,0,0
6.5666,0,0,0,0,0,0
6.5951,0,0,0,0,0,0
6.6243,0,0,0,0,0,0
6.6342,0,0,0,0,0,0
6.6616,0,0,0,0,0,0
6.7525,0,0,0,0,0,0
6.7671,0,0,0,0,0,0
6.8059,0,0,0,0,0,0
6.9173,0,0,0,0,0,0
6.9224,0,0,0,0,0,0
6.9317,0,0,0,0,0,0
6.976,0,0,0,0,0,0
6.9793,0,0,0,0,0,0
6.9973,0,0,0,0,0,0
7.002,0,0,0,0,0,0
7.0237,0,0,0,0,0,0
7.0892,0,0,0,0,0,0
7.1561,0,0,0,0,0,0
7.1675,0,0,0,0,0,0
7.1925,0,0,0,0,0,0
7.3063,0,0,0,0,0,0
7.3098,0,0,0,0,0,0
7.3638,0,0,0,0,0,0
7.3758,0,0,0,0,0,0
7.387,0,0,0,0,0,0
7.3919,0,0,0,0,0,0
7.4037,0,0,0,0,0,0
7.4189,0,0,0,0,0,0
7.4429,0,0,0,0,0,0
7.5344,0,0,0,0,0,0
7.5478,0,0,0,0,0,0
7.5889,0,0,0,0,0,0
7.6897,0,0,0,0,0,0
7.6941,0,0,0,0,0,0
7.7038,0,0,0,0,0,0
7.7259,0,0,0,0,0,0
7.7704,0,0,0,0,0,0
7.8074,0,0,0,0,0,0
7.8177,0,0,0,0,0,0
7.8529,0,0,0,0,0,0
7.8851,0,0,0,0,0,0
7.9753,0,0,0,0,0,0
7.9858,0,0,0,0,0,0
8.0105,0,0,0,0,0,0
8.1169,0,0,0,0,0,0
8.1383,0,0,0,0,0,0
8.1394,0,0,0,0,0,0
8.1423,0,0,0,0,0,0
8.1464,0,0,0,0,0,0
8.1626,0,0,0,0,0,0
8.1715,0,0,0,0,0,0
8.2325,0,0,0,0,0,0
8.2549,0,0,0,0,0,0
8.3492,0,0,0,0,0,0
8.3572,0,0,0,0,0,0
8.3898,0,0,0,0,0,0
8.4796,0,0,0,0,0,0
8.4852,0,0,0,0,0,0
8.5285,0,0,0,0,0,0
8.5402,0,0,0,0,0,0
8.5522,0,0,0,0,0,0
8.5564,0,0,0,0,0,0
8.5942,0,0,0,0,0,0
8.6183,0,0,0,0,0,0
8.6228,0,0,0,0,0,0
8.6911,0,0,0,0,0,0
8.7014,0,0,0,0,0,0
8.7411,0,0,0,0,0,0
8.8431,0,0,0,0,0,0
8.8713,0,0,0,0,0,0
8.9149,0,0,0,0,0,0
8.9254,0,0,0,0,0,0
8.9425,0,0,0,0,0,0
8.9532,0,0,0,0,0,0
8.9918,0,0,0,0,0,0
9.0169,0,0,0,0,0,0
9.0201,0,0,0,0,0,0
9.0956,0,0,0,0,0,0
9.1061,0,0,0,0,0,0
9.1345,0,0,0,0,0,0
9.2789,0,0,0,0,0,0
9.2791,0,0,0,0,0,0
9.3303,0,0,0,0,0,0
9.3411,0,0,0,0,0,0
9.3474,0,0,0,0,0,0
9.3515,0,0,0,0,0,0
9.3856,0,0,0,0,0,0
9.4095,0,0,0,0,0,0
9.4093,0,0,0,0,0,0
9.4822,0,0,0,0,0,0
9.4924,0,0,0,0,0,0
9.5322,0,0,0,0,0,0
9.666,0,0,0,0,0,0
9.6838,0,0,0,0,0,0
9.6868,0,0,0,0,0,0
9.6914,0,0,0,0,0,0
9.6943,0,0,0,0,0,0
9.8019,0,0,0,0,0,0
9.8275,0,0,0,0,0,0
9.8424,0,0,0,0,0,0
9.8838,0,0,0,0,0,0
9.9538,0,0,0,0,0,0
9.964,0,0,0,0,0,0
10.004,0,0,0,0,0,0
10.1063,0,0,0,0,0,0
10.1084,0,0,0,0,0,0
10.1197,0,0,0,0,0,0
10.1335,0,0,0,0,0,0
10.2048,0,0,0,0,0,0
10.2148,0,0,0,0,0,0
10.2302,0,0,0,0,0,0
10.2396,0,0,0,0,0,0
10.268,0,0,0,0,0,0
10.3488,0,0,0,0,0,0
10.3601,0,0,0,0,0,0
10.3999,0,0,0,0,0,0
10.4934,0,0,0,0,0,0
10.5081,0,0,0,0,0,0
10.5273,0,0,0,0,0,0
10.5375,0,0,0,0,0,0
10.5859,0,0,0,0,0,0
10.5957,0,0,0,0,0,0
10.6453,0,0,0,0,0,0
10.6706,0,0,0,0,0,0
10.7028,0,0,0,0,0,0
10.7752,0,0,0,0,0,0
10.7898,0,0,0,0,0,0
10.8192,0,0,0,0,0,0
10.9434,0,0,0,0,0,0
10.9446,0,0,0,0,0,0
11.0003,0,0,0,0,0,0
11.0098,0,0,0,0,0,0
11.0271,0,0,0,0,0,0
11.0389,0,0,0,0,0,0
11.0594,0,0,0,0,0,0
11.101,0,0,0,0,0,0
11.1415,0,0,0,0,0,0
11.2334,0,0,0,0,0,0
11.2445,0,0,0,0,0,0
11.2777,0,0,0,0,0,0
11.4118,0,0,0,0,0,0
11.4639,0,0,0,0,0,0
11.4795,0,0,0,0,0,0
11.4901,0,0,0,0,0,0
11.5065,0,0,0,0,0,0
11.5109,0,0,0,0,0,0
11.5596,0,0,0,0,0,0
11.5733,0,0,0,0,0,0
11.5826,0,0,0,0,0,0
11.6722,0,0,0,0,0,0
11.6835,0,0,0,0,0,0
11.7112,0,0,0,0,0,0
11.8069,0,0,0,0,0,0
11.8413,0,0,0,0,0,0
11.8508,0,0,0,0,0,0
11.8834,0,0,0,0,0,0
11.89,0,0,0,0,0,0
11.916,0,0,0,0,0,0
11.926,0,0,0,0,0,0
11.9612,0,0,0,0,0,0
11.9931,0,0,0,0,0,0
12.0834,0,0,0,0,0,0
12.0938,0,0,0,0,0,0
12.1228,0,0,0,0,0,0
12.1932,0,0,0,0,0,0
12.2038,0,0,0,0,0,0
12.3213,0,0,0,0,0,0
12.3305,0,0,0,0,0,0
12.3412,0,0,0,0,0,0
12.3522,0,0,0,0,0,0
12.3668,0,0,0,0,0,0
12.3797,0,0,0,0,0,0
12.3991,0,0,0,0,0,0
12.4886,0,0,0,0,0,0
12.4988,0,0,0,0,0,0
12.5258,0,0,0,0,0,0
12.6387,0,0,0,0,0,0
12.6814,0,0,0,0,0,0
12.7068,0,0,0,0,0,0
12.7197,0,0,0,0,0,0
12.726,0,0,0,0,0,0
12.7552,0,0,0,0,0,0
12.7661,0,0,0,0,0,0
12.7867,0,0,0,0,0,0
12.7929,0,0,0,0,0,0
12.8577,0,0,0,0,0,0
12.8713,0,0,0,0,0,0
12.9105,0,0,0,0,0,0
13.0423,0,0,0,0,0,0
13.0467,0,0,0,0,0,0
13.0474,0,0,0,0,0,0
13.1375,0,0,0,0,0,0
13.1431,0,0,0,0,0,0
13.1502,0,0,0,0,0,0
13.1753,0,0,0,0,0,0
13.216,0,0,0,0,0,0
13.2386,0,0,0,0,0,0
13.3303,0,0,0,0,0,0
13.3414,0,0,0,0,0,0
13.3681,0,0,0,0,0,0
13.4707,0,0,0,0,0,0
13.5499,0,0,0,0,0,0
13.5746,0,0,0,0,0,0
13.5814,0,0,0,0,0,0
13.5856,0,0,0,0,0,0
13.5859,0,0,0,0,0,0
13.6344,0,0,0,0,0,0
13.661,0,0,0,0,0,0
13.6617,0,0,0,0,0,0
13.7573,0,0,0,0,0,0
13.7674,0,0,0,0,0,0
13.7951,0,0,0,0,0,0
13.8911,0,0,0,0,0,0
13.9379,0,0,0,0,0,0
13.9422,0,0,0,0,0,0
13.9524,0,0,0,0,0,0
13.9917,0,0,0,0,0,0
14.0041,0,0,0,0,0,0
14.0231,0,0,0,0,0,0
14.0832,0,0,0,0,0,0
14.1113,0,0,0,0,0,0
14.202,0,0,0,0,0,0
14.2132,0,0,0,0,0,0
14.2463,0,0,0,0,0,0
14.3385,0,0,0,0,0,0
14.3568,0,0,0,0,0,0
14.4149,0,0,0,0,0,0
14.4228,0,0,0,0,0,0
14.4257,0,0,0,0,0,0
14.4273,0,0,0,0,0,0
14.4735,0,0,0,0,0,0
14.5018,0,0,0,0,0,0
14.5037,0,0,0,0,0,0
14.5917,0,0,0,0,0,0
14.602,0,0,0,0,0,0
14.6289,0,0,0,0,0,0
14.7331,0,0,0,0,0,0
14.7335,0,0,0,0,0,0
14.79,0,0,0,0,0,0
14.7966,0,0,0,0,0,0
14.8012,0,0,0,0,0,0
14.843,0,0,0,0,0,0
14.8706,0,0,0,0,0,0
14.8755,0,0,0,0,0,0
14.8852,0,0,0,0,0,0
14.968,0,0,0,0,0,0
14.9798,0,0,0,0,0,0
15.0099,0,0,0,0,0,0
15.1305,0,0,0,0,0,0
15.1382,0,0,0,0,0,0
15.1431,0,0,0,0,0,0
15.1529,0,0,0,0,0,0
15.1635,0,0,0,0,0,0
15.1753,0,0,0,0,0,0
15.1852,0,0,0,0,0,0
15.2134,0,0,0,0,0,0
15.1909,0,0,0,0,0,0
15.3049,0,0,0,0,0,0
15.316,0,0,0,0,0,0
15.342,0,0,0,0,0,0
15.4389,0,0,0,0,0,0
15.5063,0,0,0,0,0,0
15.5814,0,0,0,0,0,0
15.5918,0,0,0,0,0,0
15.6226,0,0,0,0,0,0
15.6341,0,0,0,0,0,0
15.6562,0,0,0,0,0,0
15.6778,0,0,0,0,0,0
15.6938,0,0,0,0,0,0
15.786,0,0,0,0,0,0
15.7974,0,0,0,0,0,0
15.8244,0,0,0,0,0,0
15.9233,0,0,0,0,0,0
15.9291,0,0,0,0,0,0
16.0315,0,0,0,0,0,0
16.0438,0,0,0,0,0,0
16.0542,0,0,0,0,0,0
16.059,0,0,0,0,0,0
16.0805,0,0,0,0,0,0
16.0906,0,0,0,0,0,0
16.1145,0,0,0,0,0,0
16.2083,0,0,0,0,0,0
16.2205,0,0,0,0,0,0
16.2471,0,0,0,0,0,0
16.3593,0,0,0,0,0,0
16.3795,0,0,0,0,0,0
16.4208,0,0,0,0,0,0
16.4309,0,0,0,0,0,0
16.4318,0,0,0,0,0,0
16.4365,0,0,0,0,0,0
16.4894,0,0,0,0,0,0
16.5052,0,0,0,0,0,0
16.5134,0,0,0,0,0,0
16.5972,0,0,0,0,0,0
16.612,0,0,0,0,0,0
16.6514,0,0,0,0,0,0
16.7613,0,0,0,0,0,0
16.7683,0,0,0,0,0,0
16.7848,0,0,0,0,0,0
16.7995,0,0,0,0,0,0
16.8044,0,0,0,0,0,0
16.843,0,0,0,0,0,0
16.8657,0,0,0,0,0,0
16.8897,0,0,0,0,0,0
16.8901,0,0,0,0,0,0
16.9957,0,0,0,0,0,0
17.0094,0,0,0,0,0,0
17.0448,0,0,0,0,0,0
17.1726,0,0,0,0,0,0
17.1748,0,0,0,0,0,0
17.2145,0,0,0,0,0,0
17.223,0,0,0,0,0,0
17.2849,0,0,0,0,0,0
17.3053,0,0,0,0,0,0
17.3546,0,0,0,0,0,0
17.3773,0,0,0,0,0,0
17.412,0,0,0,0,0,0
17.4536,0,0,0,0,0,0
17.4641,0,0,0,0,0,0
17.4944,0,0,0,0,0,0
17.595,0,0,0,0,0,0
17.6003,0,0,0,0,0,0
17.6776,0,0,0,0,0,0
17.6819,0,0,0,0,0,0
17.6843,0,0,0,0,0,0
17.7462,0,0,0,0,0,0
17.7545,0,0,0,0,0,0
17.7928,0,0,0,0,0,0
17.7963,0,0,0,0,0,0
17.8877,0,0,0,0,0,0
17.9029,0,0,0,0,0,0
17.9249,0,0,0,0,0,0
18.0597,0,0,0,0,0,0
18.0762,0,0,0,0,0,0
18.126,0,0,0,0,0,0
18.136,0,0,0,0,0,0
18.1389,0,0,0,0,0,0
18.1488,0,0,0,0,0,0
18.1603,0,0,0,0,0,0
18.1747,0,0,0,0,0,0
18.1809,0,0,0,0,0,0
18.2525,0,0,0,0,0,0
18.2638,0,0,0,0,0,0
18.2867,0,0,0,0,0,0
18.3843,0,0,0,0,0,0
18.3943,0,0,0,0,0,0
18.4024,0,0,0,0,0,0
18.4063,0,0,0,0,0,0
18.4382,0,0,0,0,0,0
18.4674,0,0,0,0,0,0
18.4737,0,0,0,0,0,0
18.4803,0,0,0,0,0,0
18.5424,0,0,0,0,0,0
18.8632,0,0,0,0,0,0
18.8768,0,0,0,0,0,0
18.9141,0,0,0,0,0,0
18.9957,0,0,0,0,0,0
19.0375,0,0,0,0,0,0
19.1055,0,0,0,0,0,0
19.1167,0,0,0,0,0,0
19.1138,0,0,0,0,0,0
19.16,0,0,0,0,0,0
19.2312,0,0,0,0,0,0
19.2505,0,0,0,0,0,0
19.2585,0,0,0,0,0,0
19.3461,0,0,0,0,0,0
19.3574,0,0,0,0,0,0
19.4009,0,0,0,0,0,0
19.4983,0,0,0,0,0,0
19.5463,0,0,0,0,0,0
19.5883,0,0,0,0,0,0
19.5983,0,0,0,0,0,0
19.622,0,0,0,0,0,0
19.6234,0,0,0,0,0,0
19.6346,0,0,0,0,0,0
19.6625,0,0,0,0,0,0
19.6704,0,0,0,0,0,0
19.7428,0,0,0,0,0,0
19.7576,0,0,0,0,0,0
19.7977,0,0,0,0,0,0
19.8927,0,0,0,0,0,0
19.9791,0,0,0,0,0,0
20.0579,0,0,0,0,0,0
20.0704,0,0,0,0,0,0
20.0815,0,0,0,0,0,0
20.0857,0,0,0,0,0,0
20.1234,0,0,0,0,0,0
20.1471,0,0,0,0,0,0
20.1537,0,0,0,0,0,0
20.2265,0,0,0,0,0,0
20.2364,0,0,0,0,0,0
20.2782,0,0,0,0,0,0
20.4499,0,0,0,0,0,0
20.4571,0,0,0,0,0,0
20.4749,0,0,0,0,0,0
20.4849,0,0,0,0,0,0
20.5294,0,0,0,0,0,0
20.5413,0,0,0,0,0,0
20.5532,0,0,0,0,0,0
20.5679,0,0,0,0,0,0
20.5745,0,0,0,0,0,0
20.6598,0,0,0,0,0,0
20.6717,0,0,0,0,0,0
20.6972,0,0,0,0,0,0
20.8163,0,0,0,0,0,0
20.8765,0,0,0,0,0,0
20.9035,0,0,0,0,0,0
20.9149,0,0,0,0,0,0
20.9907,0,0,0,0,0,0
21.0035,0,0,0,0,0,0
21.0069,0,0,0,0,0,0
21.0112,0,0,0,0,0,0
21.038,0,0,0,0,0,0
21.1299,0,0,0,0,0,0
21.1408,0,0,0,0,0,0
21.166,0,0,0,0,0,0
21.3014,0,0,0,0,0,0
21.3069,0,0,0,0,0,0
21.3093,0,0,0,0,0,0
21.3129,0,0,0,0,0,0
21.3396,0,0,0,0,0,0
21.3862,0,0,0,0,0,0
21.3955,0,0,0,0,0,0
21.4377,0,0,0,0,0,0
21.4616,0,0,0,0,0,0
21.5578,0,0,0,0,0,0
21.5717,0,0,0,0,0,0
21.6133,0,0,0,0,0,0
21.743,0,0,0,0,0,0
21.7805,0,0,0,0,0,0
21.8221,0,0,0,0,0,0
21.8278,0,0,0,0,0,0
21.8937,0,0,0,0,0,0
21.9281,0,0,0,0,0,0
21.9387,0,0,0,0,0,0
21.975,0,0,0,0,0,0
22.005,0,0,0,0,0,0
22.0949,0,0,0,0,0,0
22.1058,0,0,0,0,0,0
22.1337,0,0,0,0,0,0
22.2399,0,0,0,0,0,0
22.2833,0,0,0,0,0,0
22.3121,0,0,0,0,0,0
22.3242,0,0,0,0,0,0
22.3432,0,0,0,0,0,0
22.3546,0,0,0,0,0,0
22.3602,0,0,0,0,0,0
22.3954,0,0,0,0,0,0
22.4289,0,0,0,0,0,0
22.5157,0,0,0,0,0,0
22.5264,0,0,0,0,0,0
22.5568,0,0,0,0,0,0
22.6615,0,0,0,0,0,0
22.6667,0,0,0,0,0,0
22.6898,0,0,0,0,0,0
22.6982,0,0,0,0,0,0
22.6993,0,0,0,0,0,0
22.7021,0,0,0,0,0,0
22.7394,0,0,0,0,0,0
22.7405,0,0,0,0,0,0
22.7845,0,0,0,0,0,0
22.8592,0,0,0,0,0,0
22.8702,0,0,0,0,0,0
22.897,0,0,0,0,0,0
23.0678,0,0,0,0,0,0
23.0921,0,0,0,0,0,0
23.0929,0,0,0,0,0,0
23.1034,0,0,0,0,0,0
23.1367,0,0,0,0,0,0
23.1474,0,0,0,0,0,0
23.1749,0,0,0,0,0,0
23.2102,0,0,0,0,0,0
23.2452,0,0,0,0,0,0
23.2954,0,0,0,0,0,0
23.3058,0,0,0,0,0,0
23.3367,0,0,0,0,0,0
23.4385,0,0,0,0,0,0
23.4443,0,0,0,0,0,0
23.5528,0,0,0,0,0,0
23.5597,0,0,0,0,0,0
23.5756,0,0,0,0,0,0
23.5846,0,0,0,0,0,0
23.5944,0,0,0,0,0,0
23.612,0,0,0,0,0,0
23.6201,0,0,0,0,0,0
23.7079,0,0,0,0,0,0
23.7184,0,0,0,0,0,0
23.7471,0,0,0,0,0,0
23.842,0,0,0,0,0,0
23.8421,0,0,0,0,0,0
23.9048,0,0,0,0,0,0
23.9158,0,0,0,0,0,0
23.9401,0,0,0,0,0,0
23.946,0,0,0,0,0,0
23.952,0,0,0,0,0,0
23.9916,0,0,0,0,0,0
24.0238,0,0,0,0,0,0
24.1113,0,0,0,0,0,0
24.1218,0,0,0,0,0,0
24.1509,0,0,0,0,0,0
24.2597,0,0,0,0,0,0
24.2897,0,0,0,0,0,0
24.3281,0,0,0,0,0,0
24.3326,0,0,0,0,0,0
24.3466,0,0,0,0,0,0
24.3812,0,0,0,0,0,0
24.3915,0,0,0,0,0,0
24.4106,0,0,0,0,0,0
24.4202,0,0,0,0,0,0
24.4853,0,0,0,0,0,0
24.4978,0,0,0,0,0,0
24.5339,0,0,0,0,0,0
24.6364,0,0,0,0,0,0
24.6526,0,0,0,0,0,0
24.6565,0,0,0,0,0,0
24.669,0,0,0,0,0,0
24.6894,0,0,0,0,0,0
24.6975,0,0,0,0,0,0
24.7239,0,0,0,0,0,0
24.7321,0,0,0,0,0,0
24.7366,0,0,0,0,0,0
24.8232,0,0,0,0,0,0
24.834,0,0,0,0,0,0
24.8616,0,0,0,0,0,0
24.9892,0,0,0,0,0,0
24.9954,0,0,0,0,0,0
24.9995,0,0,0,0,0,0
25.0033,0,0,0,0,0,0
25.0044,0,0,0,0,0,0
25.0389,0,0,0,0,0,0
25.0485,0,0,0,0,0,0
25.0781,0,0,0,0,0,0
25.083,0,0,0,0,0,0
25.1662,0,0,0,0,0,0
25.1778,0,0,0,0,0,0
25.227,0,0,0,0,0,0
25.3977,0,0,0,0,0,0
25.3993,0,0,0,0,0,0
25.4053,0,0,0,0,0,0
25.431,0,0,0,0,0,0
25.4399,0,0,0,0,0,0
25.4766,0,0,0,0,0,0
25.4873,0,0,0,0,0,0
25.5108,0,0,0,0,0,0
25.5163,0,0,0,0,0,0
25.5827,0,0,0,0,0,0
25.5948,0,0,0,0,0,0
25.6311,0,0,0,0,0,0
25.7753,0,0,0,0,0,0
25.8223,0,0,0,0,0,0
25.832,0,0,0,0,0,0
25.8396,0,0,0,0,0,0
25.8996,0,0,0,0,0,0
25.9042,0,0,0,0,0,0
25.9134,0,0,0,0,0,0
25.924,0,0,0,0,0,0
25.9525,0,0,0,0,0,0
26.0386,0,0,0,0,0,0
26.0504,0,0,0,0,0,0
26.0865,0,0,0,0,0,0
26.1772,0,0,0,0,0,0
26.2107,0,0,0,0,0,0
26.2643,0,0,0,0,0,0
26.2758,0,0,0,0,0,0
26.2808,0,0,0,0,0,0
26.2903,0,0,0,0,0,0
26.3028,0,0,0,0,0,0
26.3245,0,0,0,0,0,0
26.3573,0,0,0,0,0,0
26.445,0,0,0,0,0,0
26.4555,0,0,0,0,0,0
26.4826,0,0,0,0,0,0
26.5755,0,0,0,0,0,0
26.5793,0,0,0,0,0,0
26.6251,0,0,0,0,0,0
26.6301,0,0,0,0,0,0
26.6853,0,0,0,0,0,0
26.7058,0,0,0,0,0,0
26.7078,0,0,0,0,0,0
26.7192,0,0,0,0,0,0
26.7541,0,0,0,0,0,0
26.8395,0,0,0,0,0,0
26.851,0,0,0,0,0,0
26.8778,0,0,0,0,0,0
27.0059,0,0,0,0,0,0
27.0708,0,0,0,0,0,0
27.0952,0,0,0,0,0,0
27.0978,0,0,0,0,0,0
27.1033,0,0,0,0,0,0
27.1063,0,0,0,0,0,0
27.136,0,0,0,0,0,0
27.1439,0,0,0,0,0,0
27.168,0,0,0,0,0,0
27.2553,0,0,0,0,0,0
27.2679,0,0,0,0,0,0
27.304,0,0,0,0,0,0
27.3938,0,0,0,0,0,0
27.4536,0,0,0,0,0,0
27.4951,0,0,0,0,0,0
27.5045,0,0,0,0,0,0
27.5053,0,0,0,0,0,0
27.5091,0,0,0,0,0,0
27.5552,0,0,0,0,0,0
27.5745,0,0,0,0,0,0
27.5787,0,0,0,0,0,0
27.6668,0,0,0,0,0,0
27.6813,0,0,0,0,0,0
27.7349,0,0,0,0,0,0
27.8347,0,0,0,0,0,0
27.8721,0,0,0,0,0,0
27.9654,0,0,0,0,0,0
27.9761,0,0,0,0,0,0
27.9796,0,0,0,0,0,0
27.9866,0,0,0,0,0,0
28.0066,0,0,0,0,0,0
28.0278,0,0,0,0,0,0
28.0455,0,0,0,0,0,0
28.1251,0,0,0,0,0,0
28.136,0,0,0,0,0,0
28.1631,0,0,0,0,0,0
28.2937,0,0,0,0,0,0
28.2935,0,0,0,0,0,0
28.2989,0,0,0,0,0,0
28.3001,0,0,0,0,0,0
28.3231,0,0,0,0,0,0
28.3264,0,0,0,0,0,0
28.3722,0,0,0,0,0,0
28.4053,0,0,0,0,0,0
28.4557,0,0,0,0,0,0
28.5274,0,0,0,0,0,0
28.5386,0,0,0,0,0,0
28.5718,0,0,0,0,0,0
28.7107,0,0,0,0,0,0
28.7127,0,0,0,0,0,0
28.7455,0,0,0,0,0,0
28.7499,0,0,0,0,0,0
28.7744,0,0,0,0,0,0
28.7849,0,0,0,0,0,0
28.7913,0,0,0,0,0,0
28.8011,0,0,0,0,0,0
28.8272,0,0,0,0,0,0
28.9141,0,0,0,0,0,0
28.9266,0,0,0,0,0,0
28.9627,0,0,0,0,0,0
29.0445,0,0,0,0,0,0
29.1053,0,0,0,0,0,0
29.1113,0,0,0,0,0,0
29.1159,0,0,0,0,0,0
29.1463,0,0,0,0,0,0
29.1741,0,0,0,0,0,0
29.1848,0,0,0,0,0,0
29.2124,0,0,0,0,0,0
29.2493,0,0,0,0,0,0
29.3249,0,0,0,0,0,0
