Time, r_SP, r_MV, control_to_display, w_output, Y_to_display, w_y, writer_time, r_u, pulse_to_display, w_output, time_reader, reader_out, reader_control, reader_pulse
0.1312, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.1417, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.1491, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.1549, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.1782, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.1889, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.2641, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.2691, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.2757, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.3736, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.3760, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.3962, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.4024, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.4065, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.4066, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.4111, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.4171, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.4622, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.4971, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.5111, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.5218, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.5329, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.5377, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.5626, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.5683, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.5816, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.6045, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.6139, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.7614, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.7638, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.7846, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.8018, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.8036, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.7692, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.8267, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.8305, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.8350, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.8370, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.8399, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.8415, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.8752, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.8770, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.9711, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.9847, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.9867, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.9885, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.9904, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
0.9915, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.0159, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.0326, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.0415, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.0404, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.0456, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.0775, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.0947, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.1040, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.3047, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.3243, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.3308, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.3505, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.3527, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.3581, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.3600, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 541977313.0000, 0.0000, 0.0000, 0.0000
1.3621, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.3816, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.3949, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.4004, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.4098, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.4104, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.4310, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.4362, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.4367, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.4391, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.4421, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.4430, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.4190, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.5032, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.5095, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.5141, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.5142, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.5455, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.5556, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.5736, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.5833, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.7307, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.7330, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.7380, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.7527, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.7560, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.8023, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.8042, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.8094, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.8331, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.8380, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.8158, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.8420, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.8466, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.8478, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.8474, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.8651, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.8671, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.8928, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.9070, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 542274629.0000, 0.0000, 0.0000, 0.0000
1.9222, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
1.9444, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
1.9491, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
1.9718, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
1.9811, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
1.9841, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.0168, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.0177, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.0420, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.1851, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.2142, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.2202, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.2203, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.2050, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.2597, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.2693, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.2799, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.2849, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.2860, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.2907, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.2913, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.3009, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.3146, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.3283, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.3414, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.3450, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.3457, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.3503, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.3512, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.4150, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.4375, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.4204, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.5091, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.5119, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.5135, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.5499, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.5776, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.7144, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.7200, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.7247, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.7251, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.7747, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.7821, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.7853, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.7883, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.7911, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.7933, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
2.7953, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000, 543208397.0000, 0.0000, 0.0000, 0.0000
