Time, r_SP, r_MV, w_output, r_u, w_y, w_output
321.9230, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
321.9285, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
321.9630, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
321.9657, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
321.9692, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
321.9758, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
321.9952, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.0204, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.0613, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.1077, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.1205, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.1439, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.3135, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.3297, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.3627, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.3771, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.3887, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.4223, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.4347, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.4462, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.4610, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.4954, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.5162, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.5200, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.6424, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.6493, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.6550, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.6587, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.6630, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.7021, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.7547, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.7650, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.7898, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.8002, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.8169, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.8267, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.9571, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
322.9760, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.0028, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.0094, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.0144, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.0160, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.0766, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.0891, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.1241, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.1364, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.1498, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.1909, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.2879, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.2949, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.3730, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.3743, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.3790, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.3827, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.3882, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.3928, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.3965, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.4008, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.4603, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.4656, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.6257, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.6327, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.6703, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.6811, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.6970, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.7243, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.7423, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.7472, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.7574, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.7831, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.8006, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.8152, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.9254, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.9401, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
323.9501, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.0600, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.0830, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.0867, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.0955, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.0910, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.1694, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.1785, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.1891, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.2175, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.3250, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.3688, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.3980, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.4080, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.4114, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.4171, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.4211, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.4524, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.4582, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.4693, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.4798, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.5070, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.6631, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.6758, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.6798, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.6843, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.6856, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.6891, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.6965, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.6980, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.7098, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.7364, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.7424, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.7617, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.8921, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.9131, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.9184, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.9382, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.9633, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.9750, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
324.9945, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.0493, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.0558, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.0607, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.0677, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.0732, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.1850, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.1923, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.1940, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.1963, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.2378, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.2510, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.2632, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.2975, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
325.3305, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.0366, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.0477, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.1048, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.2416, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.2710, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.2851, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.3354, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.3411, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.3420, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.3465, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.3877, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.3929, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.3976, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.4039, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.4337, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.5467, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.5527, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.5564, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.5605, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.6128, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.6192, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.6255, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.6285, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.6491, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.6758, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.6881, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.7155, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.8293, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.8353, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.8520, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.8617, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.8850, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.8903, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.9356, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
326.9509, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.0237, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.0358, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.0468, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.0764, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.1653, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.1716, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.2185, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.2280, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.2376, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.2475, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.2779, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.2842, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.2863, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.2938, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.2978, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.3245, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.4136, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.4196, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.4878, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.4921, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.5933, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.5881, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.6328, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.6353, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.6594, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.6701, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.6890, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.6973, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.8648, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.8748, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.8854, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.9304, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.9321, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.9406, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
327.9718, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.0431, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.0461, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.0566, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.0575, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.0848, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.1946, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.2017, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.2033, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.2260, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.2499, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.2523, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.2571, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.2598, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.2617, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.2558, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.3147, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.3224, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.4545, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.4843, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.4941, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.5159, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.5343, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.5382, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.5555, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.5785, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.5882, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.6214, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.6557, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.6810, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.7968, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.8033, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.8071, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.8116, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.8405, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.8511, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.8525, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.9087, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.9167, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.9060, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.9575, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
328.9840, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.0905, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.1185, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.1375, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.1509, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.1565, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.1570, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.1605, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.1623, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.1650, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.1713, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.2477, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.2738, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.3921, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.3952, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.3979, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.4018, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.4059, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.4063, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.4937, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.4998, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.5040, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.5145, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.5170, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.5449, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.6798, 1.0000, 0.7691, 0.2309, 0.2309, 0.7691, 1.0000
329.7018, 1.0000, 0.7691, 0.2309, 0.2309, 0.7692, 1.0000
329.7112, 1.0000, 0.7691, 0.2309, 0.2309, 0.7692, 1.0000
329.7345, 1.0000, 0.7692, 0.2309, 0.2309, 0.7692, 1.0000
329.7805, 1.0000, 0.7692, 0.2309, 0.2309, 0.7692, 1.0000
329.8048, 1.0000, 0.7692, 0.2309, 0.2309, 0.7692, 1.0000
329.8431, 1.0000, 0.7692, 0.2308, 0.2309, 0.7692, 1.0000
329.8534, 1.0000, 0.7692, 0.2308, 0.2309, 0.7692, 1.0000
329.8569, 1.0000, 0.7692, 0.2308, 0.2309, 0.7692, 1.0000
329.8674, 1.0000, 0.7692, 0.2308, 0.2309, 0.7692, 1.0000
329.8783, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
329.8983, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.0413, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.0710, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.0735, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.0777, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.1262, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.1287, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.1320, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.1369, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.1249, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.1671, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.1864, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.1934, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.2998, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.3834, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.4254, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.4307, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.4311, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.4327, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.4352, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.4372, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.4370, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.4416, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.4457, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.4592, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.5982, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.6049, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.6087, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.6127, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.6511, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.5928, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.6970, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.7056, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.8073, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.8183, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.8303, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
330.8634, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.0255, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.0368, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.0506, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.0660, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.0703, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.0753, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.0799, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.1095, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.1268, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.1793, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.1924, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.2173, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.3517, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.3580, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.3631, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.3681, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.3721, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.3767, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.4340, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.4451, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.4754, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.4929, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.5061, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.5349, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.6529, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.6642, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.7110, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
331.7176, 1.0000, 0.7692, 0.2308, 0.2308, 0.7692, 1.0000
