Time, r_SP, r_MV, w_output, r_u, w_y, w_output
147.8826, 1.0000, 0.7224, 0.2789, 0.2789, 0.7230, 1.0000
147.8884, 1.0000, 0.7224, 0.2789, 0.2789, 0.7230, 1.0000
147.9255, 1.0000, 0.7224, 0.2789, 0.2789, 0.7230, 1.0000
147.9372, 1.0000, 0.7224, 0.2776, 0.2789, 0.7230, 1.0000
147.9632, 1.0000, 0.7224, 0.2776, 0.2789, 0.7230, 1.0000
147.9655, 1.0000, 0.7230, 0.2776, 0.2789, 0.7230, 1.0000
147.9765, 1.0000, 0.7230, 0.2776, 0.2789, 0.7230, 1.0000
148.0486, 1.0000, 0.7230, 0.2776, 0.2789, 0.7230, 1.0000
148.2318, 1.0000, 0.7230, 0.2776, 0.2789, 0.7230, 1.0000
148.2380, 1.0000, 0.7230, 0.2776, 0.2789, 0.7230, 1.0000
148.2544, 1.0000, 0.7230, 0.2776, 0.2789, 0.7230, 1.0000
148.2784, 1.0000, 0.7230, 0.2776, 0.2789, 0.7230, 1.0000
148.2883, 1.0000, 0.7230, 0.2776, 0.2789, 0.7230, 1.0000
148.2894, 1.0000, 0.7236, 0.2776, 0.2789, 0.7230, 1.0000
148.3491, 1.0000, 0.7236, 0.2764, 0.2789, 0.7230, 1.0000
148.3552, 1.0000, 0.7236, 0.2764, 0.2776, 0.7230, 1.0000
148.3618, 1.0000, 0.7236, 0.2764, 0.2776, 0.7230, 1.0000
148.3735, 1.0000, 0.7236, 0.2764, 0.2776, 0.7230, 1.0000
148.4118, 1.0000, 0.7236, 0.2764, 0.2776, 0.7236, 1.0000
148.4441, 1.0000, 0.7236, 0.2764, 0.2776, 0.7236, 1.0000
148.6001, 1.0000, 0.7236, 0.2764, 0.2776, 0.7236, 1.0000
148.6086, 1.0000, 0.7236, 0.2764, 0.2776, 0.7236, 1.0000
148.6264, 1.0000, 0.7236, 0.2764, 0.2776, 0.7243, 1.0000
148.6477, 1.0000, 0.7236, 0.2764, 0.2776, 0.7243, 1.0000
148.6832, 1.0000, 0.7236, 0.2764, 0.2776, 0.7243, 1.0000
148.6897, 1.0000, 0.7236, 0.2764, 0.2776, 0.7243, 1.0000
148.6907, 1.0000, 0.7236, 0.2764, 0.2776, 0.7243, 1.0000
148.6937, 1.0000, 0.7236, 0.2764, 0.2776, 0.7243, 1.0000
148.7009, 1.0000, 0.7236, 0.2764, 0.2776, 0.7243, 1.0000
148.7301, 1.0000, 0.7236, 0.2764, 0.2776, 0.7243, 1.0000
148.7365, 1.0000, 0.7236, 0.2764, 0.2764, 0.7243, 1.0000
148.7662, 1.0000, 0.7243, 0.2764, 0.2764, 0.7243, 1.0000
148.9043, 1.0000, 0.7243, 0.2764, 0.2764, 0.7249, 1.0000
148.9084, 1.0000, 0.7243, 0.2764, 0.2764, 0.7249, 1.0000
148.9127, 1.0000, 0.7243, 0.2764, 0.2764, 0.7249, 1.0000
148.9665, 1.0000, 0.7243, 0.2764, 0.2764, 0.7249, 1.0000
148.9729, 1.0000, 0.7243, 0.2764, 0.2764, 0.7249, 1.0000
148.9886, 1.0000, 0.7243, 0.2757, 0.2764, 0.7249, 1.0000
148.9942, 1.0000, 0.7243, 0.2757, 0.2764, 0.7249, 1.0000
148.9986, 1.0000, 0.7243, 0.2757, 0.2757, 0.7249, 1.0000
148.9786, 1.0000, 0.7243, 0.2757, 0.2757, 0.7249, 1.0000
149.0693, 1.0000, 0.7249, 0.2757, 0.2757, 0.7249, 1.0000
149.0797, 1.0000, 0.7249, 0.2757, 0.2757, 0.7249, 1.0000
149.1071, 1.0000, 0.7249, 0.2757, 0.2757, 0.7249, 1.0000
149.2327, 1.0000, 0.7249, 0.2757, 0.2757, 0.7249, 1.0000
149.2432, 1.0000, 0.7249, 0.2757, 0.2757, 0.7249, 1.0000
149.2578, 1.0000, 0.7249, 0.2757, 0.2757, 0.7249, 1.0000
149.2623, 1.0000, 0.7249, 0.2757, 0.2751, 0.7249, 1.0000
149.3099, 1.0000, 0.7249, 0.2757, 0.2751, 0.7254, 1.0000
149.3170, 1.0000, 0.7249, 0.2751, 0.2751, 0.7254, 1.0000
149.3440, 1.0000, 0.7249, 0.2751, 0.2751, 0.7254, 1.0000
149.3544, 1.0000, 0.7254, 0.2751, 0.2751, 0.7254, 1.0000
149.3718, 1.0000, 0.7254, 0.2751, 0.2751, 0.7254, 1.0000
149.3832, 1.0000, 0.7254, 0.2751, 0.2751, 0.7254, 1.0000
149.3883, 1.0000, 0.7254, 0.2751, 0.2751, 0.7254, 1.0000
149.4181, 1.0000, 0.7254, 0.2751, 0.2751, 0.7254, 1.0000
149.5778, 1.0000, 0.7254, 0.2751, 0.2751, 0.7254, 1.0000
149.5796, 1.0000, 0.7254, 0.2751, 0.2751, 0.7254, 1.0000
149.6104, 1.0000, 0.7254, 0.2751, 0.2751, 0.7254, 1.0000
149.6221, 1.0000, 0.7254, 0.2751, 0.2751, 0.7260, 1.0000
149.6344, 1.0000, 0.7254, 0.2751, 0.2751, 0.7260, 1.0000
149.6895, 1.0000, 0.7254, 0.2751, 0.2751, 0.7260, 1.0000
149.6974, 1.0000, 0.7254, 0.2751, 0.2751, 0.7260, 1.0000
149.7026, 1.0000, 0.7254, 0.2751, 0.2751, 0.7260, 1.0000
149.7175, 1.0000, 0.7260, 0.2751, 0.2751, 0.7260, 1.0000
149.7397, 1.0000, 0.7260, 0.2751, 0.2746, 0.7260, 1.0000
149.7803, 1.0000, 0.7260, 0.2751, 0.2746, 0.7260, 1.0000
149.8105, 1.0000, 0.7260, 0.2746, 0.2746, 0.7260, 1.0000
149.9550, 1.0000, 0.7260, 0.2746, 0.2746, 0.7260, 1.0000
149.9625, 1.0000, 0.7260, 0.2746, 0.2746, 0.7260, 1.0000
149.9807, 1.0000, 0.7260, 0.2746, 0.2746, 0.7260, 1.0000
149.9676, 1.0000, 0.7260, 0.2746, 0.2746, 0.7260, 1.0000
150.0075, 1.0000, 0.7260, 0.2746, 0.2746, 0.7260, 1.0000
150.0120, 1.0000, 0.7260, 0.2746, 0.2746, 0.7260, 1.0000
150.0165, 1.0000, 0.7260, 0.2746, 0.2746, 0.7260, 1.0000
150.0379, 1.0000, 0.7260, 0.2746, 0.2746, 0.7260, 1.0000
150.0475, 1.0000, 0.7260, 0.2746, 0.2746, 0.7260, 1.0000
150.0637, 1.0000, 0.7260, 0.2746, 0.2746, 0.7260, 1.0000
150.1065, 1.0000, 0.7260, 0.2746, 0.2746, 0.7260, 1.0000
150.1266, 1.0000, 0.7260, 0.2746, 0.2746, 0.7266, 1.0000
150.3478, 1.0000, 0.7260, 0.2746, 0.2746, 0.7272, 1.0000
150.3557, 1.0000, 0.7260, 0.2746, 0.2746, 0.7272, 1.0000
150.3607, 1.0000, 0.7260, 0.2740, 0.2746, 0.7272, 1.0000
150.3653, 1.0000, 0.7260, 0.2740, 0.2746, 0.7272, 1.0000
150.3694, 1.0000, 0.7260, 0.2740, 0.2740, 0.7272, 1.0000
150.3700, 1.0000, 0.7260, 0.2740, 0.2740, 0.7272, 1.0000
150.3791, 1.0000, 0.7272, 0.2740, 0.2740, 0.7272, 1.0000
150.3985, 1.0000, 0.7272, 0.2740, 0.2740, 0.7272, 1.0000
150.4099, 1.0000, 0.7272, 0.2740, 0.2740, 0.7272, 1.0000
150.4203, 1.0000, 0.7272, 0.2728, 0.2740, 0.7272, 1.0000
150.4508, 1.0000, 0.7272, 0.2728, 0.2740, 0.7272, 1.0000
150.4792, 1.0000, 0.7272, 0.2728, 0.2740, 0.7272, 1.0000
150.6248, 1.0000, 0.7272, 0.2728, 0.2740, 0.7277, 1.0000
150.6553, 1.0000, 0.7272, 0.2728, 0.2740, 0.7277, 1.0000
150.6608, 1.0000, 0.7272, 0.2728, 0.2740, 0.7277, 1.0000
150.6652, 1.0000, 0.7277, 0.2728, 0.2740, 0.7277, 1.0000
150.6927, 1.0000, 0.7277, 0.2728, 0.2740, 0.7277, 1.0000
150.7120, 1.0000, 0.7277, 0.2728, 0.2740, 0.7277, 1.0000
150.7477, 1.0000, 0.7277, 0.2728, 0.2740, 0.7277, 1.0000
150.7586, 1.0000, 0.7277, 0.2728, 0.2740, 0.7277, 1.0000
150.7624, 1.0000, 0.7277, 0.2728, 0.2728, 0.7277, 1.0000
150.7636, 1.0000, 0.7277, 0.2728, 0.2728, 0.7277, 1.0000
150.8114, 1.0000, 0.7277, 0.2728, 0.2728, 0.7277, 1.0000
150.8443, 1.0000, 0.7277, 0.2728, 0.2728, 0.7277, 1.0000
151.0147, 1.0000, 0.7277, 0.2728, 0.2728, 0.7283, 1.0000
151.0394, 1.0000, 0.7277, 0.2728, 0.2728, 0.7283, 1.0000
151.0792, 1.0000, 0.7277, 0.2728, 0.2728, 0.7283, 1.0000
151.0893, 1.0000, 0.7277, 0.2728, 0.2728, 0.7283, 1.0000
151.0944, 1.0000, 0.7277, 0.2728, 0.2728, 0.7283, 1.0000
151.1264, 1.0000, 0.7277, 0.2723, 0.2728, 0.7283, 1.0000
151.1268, 1.0000, 0.7277, 0.2723, 0.2728, 0.7283, 1.0000
151.1363, 1.0000, 0.7277, 0.2723, 0.2728, 0.7283, 1.0000
151.1376, 1.0000, 0.7283, 0.2723, 0.2728, 0.7283, 1.0000
151.1661, 1.0000, 0.7283, 0.2723, 0.2728, 0.7283, 1.0000
151.1967, 1.0000, 0.7283, 0.2723, 0.2723, 0.7283, 1.0000
151.2631, 1.0000, 0.7283, 0.2723, 0.2723, 0.7283, 1.0000
151.3825, 1.0000, 0.7283, 0.2723, 0.2723, 0.7283, 1.0000
151.3896, 1.0000, 0.7283, 0.2723, 0.2723, 0.7283, 1.0000
151.3970, 1.0000, 0.7283, 0.2723, 0.2723, 0.7283, 1.0000
151.4534, 1.0000, 0.7283, 0.2723, 0.2723, 0.7283, 1.0000
151.4736, 1.0000, 0.7283, 0.2723, 0.2723, 0.7283, 1.0000
151.4804, 1.0000, 0.7283, 0.2723, 0.2723, 0.7283, 1.0000
151.4917, 1.0000, 0.7283, 0.2723, 0.2723, 0.7283, 1.0000
151.5550, 1.0000, 0.7283, 0.2717, 0.2723, 0.7283, 1.0000
151.5592, 1.0000, 0.7283, 0.2717, 0.2723, 0.7283, 1.0000
151.5656, 1.0000, 0.7283, 0.2717, 0.2723, 0.7283, 1.0000
151.5812, 1.0000, 0.7283, 0.2717, 0.2723, 0.7283, 1.0000
151.5989, 1.0000, 0.7283, 0.2717, 0.2717, 0.7283, 1.0000
151.7262, 1.0000, 0.7283, 0.2717, 0.2717, 0.7288, 1.0000
151.7333, 1.0000, 0.7283, 0.2717, 0.2717, 0.7288, 1.0000
151.7392, 1.0000, 0.7283, 0.2717, 0.2717, 0.7288, 1.0000
151.7464, 1.0000, 0.7283, 0.2717, 0.2717, 0.7288, 1.0000
151.7478, 1.0000, 0.7283, 0.2717, 0.2717, 0.7288, 1.0000
151.7503, 1.0000, 0.7283, 0.2717, 0.2717, 0.7288, 1.0000
151.7573, 1.0000, 0.7288, 0.2717, 0.2717, 0.7288, 1.0000
151.7590, 1.0000, 0.7288, 0.2717, 0.2717, 0.7288, 1.0000
151.8166, 1.0000, 0.7288, 0.2717, 0.2717, 0.7294, 1.0000
151.9274, 1.0000, 0.7288, 0.2717, 0.2717, 0.7294, 1.0000
151.9389, 1.0000, 0.7288, 0.2717, 0.2717, 0.7294, 1.0000
151.9638, 1.0000, 0.7288, 0.2717, 0.2717, 0.7294, 1.0000
152.0952, 1.0000, 0.7288, 0.2717, 0.2717, 0.7294, 1.0000
152.1021, 1.0000, 0.7288, 0.2717, 0.2717, 0.7294, 1.0000
152.1068, 1.0000, 0.7288, 0.2717, 0.2717, 0.7294, 1.0000
152.1116, 1.0000, 0.7288, 0.2712, 0.2717, 0.7294, 1.0000
152.1162, 1.0000, 0.7288, 0.2712, 0.2717, 0.7294, 1.0000
152.1672, 1.0000, 0.7288, 0.2712, 0.2712, 0.7294, 1.0000
152.2001, 1.0000, 0.7288, 0.2712, 0.2712, 0.7294, 1.0000
152.2452, 1.0000, 0.7288, 0.2712, 0.2712, 0.7299, 1.0000
152.2597, 1.0000, 0.7294, 0.2712, 0.2712, 0.7299, 1.0000
152.2836, 1.0000, 0.7294, 0.2712, 0.2712, 0.7299, 1.0000
152.2948, 1.0000, 0.7294, 0.2712, 0.2712, 0.7299, 1.0000
152.3243, 1.0000, 0.7294, 0.2712, 0.2712, 0.7299, 1.0000
152.4431, 1.0000, 0.7294, 0.2712, 0.2712, 0.7299, 1.0000
152.4632, 1.0000, 0.7294, 0.2712, 0.2712, 0.7299, 1.0000
152.4668, 1.0000, 0.7294, 0.2712, 0.2712, 0.7299, 1.0000
152.4960, 1.0000, 0.7294, 0.2712, 0.2712, 0.7299, 1.0000
152.5402, 1.0000, 0.7294, 0.2712, 0.2712, 0.7299, 1.0000
152.6029, 1.0000, 0.7299, 0.2712, 0.2712, 0.7299, 1.0000
152.6743, 1.0000, 0.7299, 0.2706, 0.2712, 0.7299, 1.0000
152.6850, 1.0000, 0.7299, 0.2706, 0.2712, 0.7299, 1.0000
152.7037, 1.0000, 0.7299, 0.2706, 0.2712, 0.7299, 1.0000
152.7151, 1.0000, 0.7299, 0.2706, 0.2712, 0.7299, 1.0000
152.7478, 1.0000, 0.7299, 0.2706, 0.2706, 0.7299, 1.0000
152.7744, 1.0000, 0.7299, 0.2706, 0.2706, 0.7299, 1.0000
152.8923, 1.0000, 0.7299, 0.2706, 0.2706, 0.7299, 1.0000
152.9000, 1.0000, 0.7299, 0.2706, 0.2706, 0.7309, 1.0000
152.9068, 1.0000, 0.7299, 0.2706, 0.2706, 0.7309, 1.0000
152.9131, 1.0000, 0.7299, 0.2706, 0.2706, 0.7309, 1.0000
152.9173, 1.0000, 0.7309, 0.2706, 0.2706, 0.7309, 1.0000
152.9220, 1.0000, 0.7309, 0.2706, 0.2706, 0.7309, 1.0000
152.9254, 1.0000, 0.7309, 0.2706, 0.2706, 0.7309, 1.0000
152.9623, 1.0000, 0.7309, 0.2706, 0.2706, 0.7309, 1.0000
152.9673, 1.0000, 0.7309, 0.2706, 0.2706, 0.7309, 1.0000
152.9748, 1.0000, 0.7309, 0.2706, 0.2706, 0.7309, 1.0000
153.0138, 1.0000, 0.7309, 0.2706, 0.2706, 0.7309, 1.0000
153.0401, 1.0000, 0.7309, 0.2706, 0.2706, 0.7309, 1.0000
153.2333, 1.0000, 0.7309, 0.2706, 0.2706, 0.7314, 1.0000
153.2358, 1.0000, 0.7309, 0.2706, 0.2706, 0.7314, 1.0000
153.2401, 1.0000, 0.7309, 0.2706, 0.2706, 0.7314, 1.0000
153.2442, 1.0000, 0.7309, 0.2706, 0.2706, 0.7314, 1.0000
153.2558, 1.0000, 0.7314, 0.2706, 0.2706, 0.7314, 1.0000
153.2813, 1.0000, 0.7314, 0.2691, 0.2706, 0.7314, 1.0000
153.2853, 1.0000, 0.7314, 0.2691, 0.2706, 0.7314, 1.0000
153.3523, 1.0000, 0.7314, 0.2691, 0.2706, 0.7314, 1.0000
153.3904, 1.0000, 0.7314, 0.2691, 0.2691, 0.7314, 1.0000
153.3968, 1.0000, 0.7314, 0.2691, 0.2691, 0.7314, 1.0000
153.4088, 1.0000, 0.7314, 0.2691, 0.2691, 0.7314, 1.0000
153.4358, 1.0000, 0.7314, 0.2691, 0.2691, 0.7314, 1.0000
153.6236, 1.0000, 0.7314, 0.2691, 0.2691, 0.7320, 1.0000
153.6709, 1.0000, 0.7314, 0.2691, 0.2691, 0.7320, 1.0000
153.6926, 1.0000, 0.7314, 0.2686, 0.2691, 0.7320, 1.0000
153.7020, 1.0000, 0.7314, 0.2686, 0.2691, 0.7320, 1.0000
153.7228, 1.0000, 0.7314, 0.2686, 0.2691, 0.7320, 1.0000
153.7410, 1.0000, 0.7314, 0.2686, 0.2691, 0.7320, 1.0000
153.7471, 1.0000, 0.7314, 0.2686, 0.2691, 0.7320, 1.0000
153.7510, 1.0000, 0.7314, 0.2686, 0.2691, 0.7320, 1.0000
153.7268, 1.0000, 0.7320, 0.2686, 0.2691, 0.7320, 1.0000
153.7559, 1.0000, 0.7320, 0.2686, 0.2686, 0.7320, 1.0000
153.7620, 1.0000, 0.7320, 0.2686, 0.2686, 0.7320, 1.0000
153.8700, 1.0000, 0.7320, 0.2686, 0.2686, 0.7320, 1.0000
153.9888, 1.0000, 0.7320, 0.2686, 0.2686, 0.7320, 1.0000
154.0050, 1.0000, 0.7320, 0.2686, 0.2686, 0.7320, 1.0000
154.0160, 1.0000, 0.7320, 0.2686, 0.2686, 0.7320, 1.0000
154.0500, 1.0000, 0.7320, 0.2686, 0.2686, 0.7320, 1.0000
154.0548, 1.0000, 0.7320, 0.2686, 0.2686, 0.7320, 1.0000
154.0571, 1.0000, 0.7320, 0.2686, 0.2686, 0.7325, 1.0000
154.1110, 1.0000, 0.7320, 0.2686, 0.2686, 0.7325, 1.0000
154.1115, 1.0000, 0.7320, 0.2680, 0.2686, 0.7325, 1.0000
154.1457, 1.0000, 0.7320, 0.2680, 0.2686, 0.7325, 1.0000
154.1564, 1.0000, 0.7320, 0.2680, 0.2686, 0.7325, 1.0000
154.1849, 1.0000, 0.7320, 0.2680, 0.2686, 0.7325, 1.0000
154.1928, 1.0000, 0.7325, 0.2680, 0.2686, 0.7325, 1.0000
154.3048, 1.0000, 0.7325, 0.2680, 0.2686, 0.7325, 1.0000
154.3121, 1.0000, 0.7325, 0.2680, 0.2686, 0.7325, 1.0000
154.3236, 1.0000, 0.7325, 0.2680, 0.2686, 0.7325, 1.0000
154.3612, 1.0000, 0.7325, 0.2680, 0.2686, 0.7325, 1.0000
154.3665, 1.0000, 0.7325, 0.2680, 0.2686, 0.7325, 1.0000
154.3766, 1.0000, 0.7325, 0.2680, 0.2686, 0.7325, 1.0000
154.4106, 1.0000, 0.7329, 0.2680, 0.2686, 0.7325, 1.0000
154.4412, 1.0000, 0.7329, 0.2671, 0.2686, 0.7325, 1.0000
154.4503, 1.0000, 0.7329, 0.2671, 0.2686, 0.7325, 1.0000
154.4627, 1.0000, 0.7329, 0.2671, 0.2686, 0.7325, 1.0000
154.4941, 1.0000, 0.7329, 0.2671, 0.2686, 0.7329, 1.0000
154.5135, 1.0000, 0.7329, 0.2671, 0.2671, 0.7329, 1.0000
154.6134, 1.0000, 0.7329, 0.2671, 0.2671, 0.7329, 1.0000
154.6313, 1.0000, 0.7329, 0.2671, 0.2671, 0.7329, 1.0000
154.6695, 1.0000, 0.7329, 0.2671, 0.2671, 0.7329, 1.0000
154.7264, 1.0000, 0.7329, 0.2671, 0.2671, 0.7329, 1.0000
154.7319, 1.0000, 0.7334, 0.2671, 0.2671, 0.7329, 1.0000
154.7362, 1.0000, 0.7334, 0.2671, 0.2671, 0.7334, 1.0000
154.7423, 1.0000, 0.7334, 0.2671, 0.2671, 0.7334, 1.0000
154.7527, 1.0000, 0.7334, 0.2671, 0.2671, 0.7334, 1.0000
154.7562, 1.0000, 0.7334, 0.2671, 0.2671, 0.7334, 1.0000
154.7598, 1.0000, 0.7334, 0.2671, 0.2671, 0.7334, 1.0000
154.7876, 1.0000, 0.7334, 0.2671, 0.2671, 0.7334, 1.0000
154.8143, 1.0000, 0.7334, 0.2671, 0.2671, 0.7334, 1.0000
154.9453, 1.0000, 0.7334, 0.2671, 0.2671, 0.7339, 1.0000
154.9521, 1.0000, 0.7334, 0.2666, 0.2671, 0.7339, 1.0000
154.9901, 1.0000, 0.7334, 0.2666, 0.2671, 0.7339, 1.0000
155.0045, 1.0000, 0.7334, 0.2666, 0.2671, 0.7339, 1.0000
155.0096, 1.0000, 0.7339, 0.2666, 0.2671, 0.7339, 1.0000
155.0116, 1.0000, 0.7339, 0.2666, 0.2671, 0.7339, 1.0000
155.0154, 1.0000, 0.7339, 0.2666, 0.2671, 0.7339, 1.0000
155.0210, 1.0000, 0.7339, 0.2666, 0.2671, 0.7339, 1.0000
155.0419, 1.0000, 0.7339, 0.2666, 0.2671, 0.7339, 1.0000
155.0518, 1.0000, 0.7339, 0.2666, 0.2666, 0.7339, 1.0000
155.0780, 1.0000, 0.7339, 0.2666, 0.2666, 0.7339, 1.0000
155.1022, 1.0000, 0.7339, 0.2666, 0.2666, 0.7339, 1.0000
155.2259, 1.0000, 0.7339, 0.2666, 0.2666, 0.7339, 1.0000
155.2500, 1.0000, 0.7339, 0.2661, 0.2666, 0.7339, 1.0000
155.3053, 1.0000, 0.7339, 0.2661, 0.2666, 0.7339, 1.0000
155.3123, 1.0000, 0.7339, 0.2661, 0.2666, 0.7339, 1.0000
155.3161, 1.0000, 0.7339, 0.2661, 0.2666, 0.7339, 1.0000
155.3218, 1.0000, 0.7339, 0.2661, 0.2661, 0.7339, 1.0000
155.3263, 1.0000, 0.7339, 0.2661, 0.2661, 0.7339, 1.0000
155.3388, 1.0000, 0.7339, 0.2661, 0.2661, 0.7339, 1.0000
155.3573, 1.0000, 0.7339, 0.2661, 0.2661, 0.7339, 1.0000
155.3952, 1.0000, 0.7339, 0.2661, 0.2661, 0.7344, 1.0000
155.4102, 1.0000, 0.7339, 0.2661, 0.2661, 0.7344, 1.0000
155.4213, 1.0000, 0.7339, 0.2661, 0.2661, 0.7344, 1.0000
155.5614, 1.0000, 0.7339, 0.2661, 0.2661, 0.7344, 1.0000
155.6344, 1.0000, 0.7339, 0.2661, 0.2661, 0.7344, 1.0000
155.6364, 1.0000, 0.7339, 0.2661, 0.2661, 0.7344, 1.0000
155.6610, 1.0000, 0.7339, 0.2661, 0.2661, 0.7344, 1.0000
155.6716, 1.0000, 0.7344, 0.2661, 0.2661, 0.7344, 1.0000
155.7147, 1.0000, 0.7344, 0.2661, 0.2661, 0.7344, 1.0000
155.7177, 1.0000, 0.7344, 0.2661, 0.2661, 0.7344, 1.0000
155.7203, 1.0000, 0.7344, 0.2661, 0.2661, 0.7344, 1.0000
155.7251, 1.0000, 0.7344, 0.2661, 0.2661, 0.7344, 1.0000
155.7282, 1.0000, 0.7344, 0.2661, 0.2661, 0.7344, 1.0000
155.7685, 1.0000, 0.7344, 0.2661, 0.2661, 0.7348, 1.0000
155.7934, 1.0000, 0.7344, 0.2661, 0.2661, 0.7348, 1.0000
155.9200, 1.0000, 0.7344, 0.2661, 0.2661, 0.7348, 1.0000
155.9576, 1.0000, 0.7344, 0.2661, 0.2661, 0.7348, 1.0000
155.9635, 1.0000, 0.7344, 0.2661, 0.2661, 0.7348, 1.0000
155.9903, 1.0000, 0.7344, 0.2661, 0.2661, 0.7348, 1.0000
156.0023, 1.0000, 0.7344, 0.2661, 0.2656, 0.7348, 1.0000
156.0319, 1.0000, 0.7344, 0.2661, 0.2656, 0.7353, 1.0000
156.0777, 1.0000, 0.7344, 0.2661, 0.2656, 0.7353, 1.0000
156.0840, 1.0000, 0.7344, 0.2661, 0.2656, 0.7353, 1.0000
156.0954, 1.0000, 0.7344, 0.2661, 0.2656, 0.7353, 1.0000
156.1516, 1.0000, 0.7344, 0.2656, 0.2656, 0.7353, 1.0000
156.1666, 1.0000, 0.7344, 0.2656, 0.2656, 0.7353, 1.0000
156.1776, 1.0000, 0.7353, 0.2656, 0.2656, 0.7353, 1.0000
156.2470, 1.0000, 0.7353, 0.2656, 0.2656, 0.7353, 1.0000
157.5513, 1.0000, 0.7353, 0.2656, 0.2656, 0.7353, 1.0000
157.6699, 1.0000, 0.7353, 0.2656, 0.2656, 0.7353, 1.0000
157.7572, 1.0000, 0.7353, 0.2656, 0.2656, 0.7353, 1.0000
157.7805, 1.0000, 0.7353, 0.2656, 0.2647, 0.7353, 1.0000
157.8054, 1.0000, 0.7353, 0.2647, 0.2647, 0.7353, 1.0000
157.9362, 1.0000, 0.7353, 0.2647, 0.2647, 0.7353, 1.0000
157.9487, 1.0000, 0.7357, 0.2647, 0.2647, 0.7353, 1.0000
158.0202, 1.0000, 0.7357, 0.2647, 0.2647, 0.7357, 1.0000
158.0866, 1.0000, 0.7357, 0.2647, 0.2647, 0.7357, 1.0000
158.1006, 1.0000, 0.7357, 0.2647, 0.2647, 0.7357, 1.0000
158.1290, 1.0000, 0.7357, 0.2647, 0.2647, 0.7357, 1.0000
158.3272, 1.0000, 0.7357, 0.2647, 0.2647, 0.7362, 1.0000
158.3311, 1.0000, 0.7357, 0.2647, 0.2647, 0.7362, 1.0000
158.3341, 1.0000, 0.7357, 0.2647, 0.2647, 0.7362, 1.0000
158.3398, 1.0000, 0.7357, 0.2643, 0.2647, 0.7362, 1.0000
158.3446, 1.0000, 0.7357, 0.2643, 0.2647, 0.7362, 1.0000
158.3474, 1.0000, 0.7357, 0.2643, 0.2647, 0.7362, 1.0000
158.3485, 1.0000, 0.7357, 0.2643, 0.2643, 0.7362, 1.0000
158.3528, 1.0000, 0.7357, 0.2643, 0.2643, 0.7362, 1.0000
158.3571, 1.0000, 0.7357, 0.2643, 0.2643, 0.7362, 1.0000
158.3705, 1.0000, 0.7362, 0.2643, 0.2643, 0.7362, 1.0000
158.4359, 1.0000, 0.7362, 0.2643, 0.2643, 0.7362, 1.0000
158.4638, 1.0000, 0.7362, 0.2643, 0.2643, 0.7362, 1.0000
158.6287, 1.0000, 0.7362, 0.2643, 0.2643, 0.7362, 1.0000
158.6370, 1.0000, 0.7362, 0.2643, 0.2643, 0.7362, 1.0000
158.6460, 1.0000, 0.7362, 0.2643, 0.2643, 0.7362, 1.0000
158.6566, 1.0000, 0.7362, 0.2643, 0.2643, 0.7366, 1.0000
158.7009, 1.0000, 0.7362, 0.2638, 0.2643, 0.7366, 1.0000
158.7108, 1.0000, 0.7362, 0.2638, 0.2643, 0.7366, 1.0000
158.7319, 1.0000, 0.7362, 0.2638, 0.2643, 0.7366, 1.0000
158.7505, 1.0000, 0.7362, 0.2638, 0.2643, 0.7366, 1.0000
158.7820, 1.0000, 0.7362, 0.2638, 0.2638, 0.7366, 1.0000
158.8028, 1.0000, 0.7362, 0.2638, 0.2638, 0.7366, 1.0000
158.8153, 1.0000, 0.7362, 0.2638, 0.2638, 0.7366, 1.0000
158.8418, 1.0000, 0.7362, 0.2638, 0.2638, 0.7366, 1.0000
158.9362, 1.0000, 0.7362, 0.2638, 0.2638, 0.7366, 1.0000
159.0081, 1.0000, 0.7362, 0.2638, 0.2638, 0.7366, 1.0000
159.0105, 1.0000, 0.7362, 0.2638, 0.2638, 0.7366, 1.0000
159.0587, 1.0000, 0.7362, 0.2638, 0.2638, 0.7366, 1.0000
159.0636, 1.0000, 0.7366, 0.2638, 0.2638, 0.7366, 1.0000
159.1073, 1.0000, 0.7366, 0.2638, 0.2638, 0.7366, 1.0000
159.1179, 1.0000, 0.7366, 0.2638, 0.2634, 0.7366, 1.0000
159.1202, 1.0000, 0.7366, 0.2638, 0.2634, 0.7366, 1.0000
159.1308, 1.0000, 0.7366, 0.2638, 0.2634, 0.7366, 1.0000
159.1915, 1.0000, 0.7366, 0.2638, 0.2634, 0.7371, 1.0000
159.2391, 1.0000, 0.7366, 0.2634, 0.2634, 0.7371, 1.0000
159.2642, 1.0000, 0.7366, 0.2634, 0.2634, 0.7371, 1.0000
159.3869, 1.0000, 0.7366, 0.2634, 0.2634, 0.7371, 1.0000
159.3942, 1.0000, 0.7366, 0.2634, 0.2634, 0.7371, 1.0000
159.4099, 1.0000, 0.7366, 0.2634, 0.2634, 0.7371, 1.0000
159.4293, 1.0000, 0.7366, 0.2634, 0.2634, 0.7371, 1.0000
159.4345, 1.0000, 0.7366, 0.2634, 0.2634, 0.7371, 1.0000
159.4396, 1.0000, 0.7366, 0.2634, 0.2634, 0.7371, 1.0000
159.4498, 1.0000, 0.7366, 0.2634, 0.2634, 0.7371, 1.0000
159.4646, 1.0000, 0.7366, 0.2634, 0.2634, 0.7371, 1.0000
