Time, consumer_reader_ch1, consumer_reader_ch2, producer_writer_ch1, producer_writer_ch2
967.8058, 37081, -1334181888, 37081, -1334181888
967.8193, 37081, -1334181888, 37081, -1334181888
967.8311, 37081, -1334181888, 37081, -1334181888
967.9034, 37081, -1334181888, 37081, -1334181888
968.6667, 37081, -1334181888, 37081, -1334181888
968.7253, 37081, -1334181888, 37081, -1334181888
968.7303, 37081, -1334181888, 37081, -1334181888
968.7855, 37081, -1334181888, 37081, -1334181888
968.8148, 37081, -1334181888, 37081, -1334181888
968.8579, 37081, -1334181888, 37081, -1334181888
968.8701, 37081, -1334181888, 37081, -1334181888
968.8910, 37081, -1334181888, 37081, -1334181888
969.6202, 37081, -1334181888, 37081, -1334181888
969.6964, 37081, -1334181888, 37081, -1334181888
969.7084, 37081, -1334181888, 37081, -1334181888
969.7521, 37081, -1334181888, 37081, -1334181888
969.7801, 37081, -1334181888, 37081, -1334181888
969.8574, 37081, -1334181888, 37081, -1334181888
969.8692, 37081, -1334181888, 37081, -1334181888
969.9033, 37081, -1334181888, 37081, -1334181888
970.6122, 37081, -1334181888, 37081, -1334181888
970.6571, 37081, -1334181888, 37081, -1334181888
970.6628, 37081, -1334181888, 37081, -1334181888
970.7147, 37081, -1334181888, 37081, -1334181888
970.7429, 37081, -1334181888, 37081, -1334181888
970.7593, 37081, -1334181888, 37081, -1334181888
970.7726, 37081, -1334181888, 37081, -1334181888
970.8454, 37081, -1334181888, 37081, -1334181888
971.6004, 37081, -1334181888, 37081, -1334181888
971.6640, 37081, -1334181888, 37081, -1334181888
971.6688, 37081, -1334181888, 37081, -1334181888
971.6935, 37081, -1334181888, 37081, -1334181888
971.7204, 37081, -1334181888, 37081, -1334181888
971.7602, 37081, -1334181888, 37081, -1334181888
971.7720, 37081, -1334181888, 37081, -1334181888
971.8017, 37081, -1334181888, 37081, -1334181888
973.1120, 37081, -1334181888, 37081, -1334181888
973.1550, 37081, -1334181888, 37081, -1334181888
973.1603, 37081, -1334181888, 37081, -1334181888
973.1857, 37081, -1334181888, 37081, -1334181888
973.2143, 37081, -1334181888, 37081, -1334181888
973.2658, 37081, -1334181888, 37081, -1334181888
973.2781, 37081, -1334181888, 37081, -1334181888
973.3096, 37081, -1334181888, 37081, -1334181888
974.0795, 37081, -1334181888, 37081, -1334181888
974.1199, 37081, -1334181888, 37081, -1334181888
974.1249, 37081, -1334181888, 37081, -1334181888
974.1492, 37081, -1334181888, 37081, -1334181888
974.2081, 37081, -1334181888, 37081, -1334181888
974.2514, 37081, -1334181888, 37081, -1334181888
974.2636, 37081, -1334181888, 37081, -1334181888
974.2950, 37081, -1334181888, 37081, -1334181888
975.0352, 37081, -1334181888, 37081, -1334181888
975.0961, 37081, -1334181888, 37081, -1334181888
975.1013, 37081, -1334181888, 37081, -1334181888
975.1256, 37081, -1334181888, 37081, -1334181888
975.1529, 37081, -1334181888, 37081, -1334181888
975.2161, 37081, -1334181888, 37081, -1334181888
975.2283, 37081, -1334181888, 37081, -1334181888
975.2579, 37081, -1334181888, 37081, -1334181888
975.9975, 37081, -1334181888, 37081, -1334181888
976.0699, 37081, -1334181888, 37081, -1334181888
976.0748, 37081, -1334181888, 37081, -1334181888
976.1002, 37081, -1334181888, 37081, -1334181888
976.1288, 37081, -1334181888, 37081, -1334181888
976.1712, 37081, -1334181888, 37081, -1334181888
976.1835, 37081, -1334181888, 37081, -1334181888
976.2156, 37081, -1334181888, 37081, -1334181888
976.9991, 37081, -1334181888, 37081, -1334181888
977.0575, 37081, -1334181888, 37081, -1334181888
977.0700, 37081, -1334181888, 37081, -1334181888
977.1191, 37081, -1334181888, 37081, -1334181888
977.1501, 37081, -1334181888, 37081, -1334181888
977.1962, 37081, -1334181888, 37081, -1334181888
977.2102, 37081, -1334181888, 37081, -1334181888
977.2404, 37081, -1334181888, 37081, -1334181888
978.0049, 37081, -1334181888, 37081, -1334181888
978.0810, 37081, -1334181888, 37081, -1334181888
978.0938, 37081, -1334181888, 37081, -1334181888
978.1309, 37081, -1334181888, 37081, -1334181888
978.1594, 37081, -1334181888, 37081, -1334181888
978.2029, 37081, -1334181888, 37081, -1334181888
978.2165, 37081, -1334181888, 37081, -1334181888
978.2739, 37081, -1334181888, 37081, -1334181888
979.3925, 37081, -1334181888, 37081, -1334181888
979.5059, 37081, -1334181888, 37081, -1334181888
979.5179, 37081, -1334181888, 37081, -1334181888
979.5540, 37081, -1334181888, 37081, -1334181888
979.5678, 37081, -1334181888, 37081, -1334181888
979.6066, 37081, -1334181888, 37081, -1334181888
979.6181, 37081, -1334181888, 37081, -1334181888
979.6761, 37081, -1334181888, 37081, -1334181888
979.8450, 37081, -1334181888, 37081, -1334181888
979.9297, 37081, -1334181888, 37081, -1334181888
979.9425, 37081, -1334181888, 37081, -1334181888
979.9765, 37081, -1334181888, 37081, -1334181888
979.9823, 37081, -1334181888, 37081, -1334181888
980.0267, 37081, -1334181888, 37081, -1334181888
980.0390, 37081, -1334181888, 37081, -1334181888
980.1073, 37081, -1334181888, 37081, -1334181888
980.9025, 37081, -1334181888, 37081, -1334181888
980.9465, 37081, -1334181888, 37081, -1334181888
980.9581, 37081, -1334181888, 37081, -1334181888
980.9872, 37081, -1334181888, 37081, -1334181888
980.9983, 37081, -1334181888, 37081, -1334181888
981.0365, 37081, -1334181888, 37081, -1334181888
981.0480, 37081, -1334181888, 37081, -1334181888
981.1110, 37081, -1334181888, 37081, -1334181888
981.8605, 37081, -1334181888, 37081, -1334181888
981.9034, 37081, -1334181888, 37081, -1334181888
981.9154, 37081, -1334181888, 37081, -1334181888
981.9434, 37081, -1334181888, 37081, -1334181888
981.9538, 37081, -1334181888, 37081, -1334181888
982.0060, 37081, -1334181888, 37081, -1334181888
982.0178, 37081, -1334181888, 37081, -1334181888
982.1028, 37081, -1334181888, 37081, -1334181888
982.8615, 37081, -1334181888, 37081, -1334181888
982.8878, 37081, -1334181888, 37081, -1334181888
982.8994, 37081, -1334181888, 37081, -1334181888
982.9308, 37081, -1334181888, 37081, -1334181888
982.9423, 37081, -1334181888, 37081, -1334181888
982.9797, 37081, -1334181888, 37081, -1334181888
982.9920, 37081, -1334181888, 37081, -1334181888
983.0637, 37081, -1334181888, 37081, -1334181888
983.8169, 37081, -1334181888, 37081, -1334181888
983.8609, 37081, -1334181888, 37081, -1334181888
983.8714, 37081, -1334181888, 37081, -1334181888
983.8967, 37081, -1334181888, 37081, -1334181888
983.9072, 37081, -1334181888, 37081, -1334181888
983.9505, 37081, -1334181888, 37081, -1334181888
983.9624, 37081, -1334181888, 37081, -1334181888
984.0505, 37081, -1334181888, 37081, -1334181888
984.7765, 37081, -1334181888, 37081, -1334181888
984.8218, 37081, -1334181888, 37081, -1334181888
984.8333, 37081, -1334181888, 37081, -1334181888
984.8529, 37081, -1334181888, 37081, -1334181888
984.8638, 37081, -1334181888, 37081, -1334181888
984.9050, 37081, -1334181888, 37081, -1334181888
984.9163, 37081, -1334181888, 37081, -1334181888
984.9863, 37081, -1334181888, 37081, -1334181888
986.6368, 37081, -1334181888, 37081, -1334181888
986.7346, 37081, -1334181888, 37081, -1334181888
986.7471, 37081, -1334181888, 37081, -1334181888
986.7902, 37081, -1334181888, 37081, -1334181888
986.8194, 37081, -1334181888, 37081, -1334181888
986.8637, 37081, -1334181888, 37081, -1334181888
986.8768, 37081, -1334181888, 37081, -1334181888
986.9456, 37081, -1334181888, 37081, -1334181888
987.1099, 37081, -1334181888, 37081, -1334181888
987.1776, 37081, -1334181888, 37081, -1334181888
987.1895, 37081, -1334181888, 37081, -1334181888
987.2325, 37081, -1334181888, 37081, -1334181888
987.2609, 37081, -1334181888, 37081, -1334181888
987.3060, 37081, -1334181888, 37081, -1334181888
987.3175, 37081, -1334181888, 37081, -1334181888
987.8152, 37081, -1334181888, 37081, -1334181888
987.9385, 37081, -1334181888, 37081, -1334181888
988.0419, 37081, -1334181888, 37081, -1334181888
988.0547, 37081, -1334181888, 37081, -1334181888
988.0972, 37081, -1334181888, 37081, -1334181888
988.1248, 37081, -1334181888, 37081, -1334181888
988.1698, 37081, -1334181888, 37081, -1334181888
988.1827, 37081, -1334181888, 37081, -1334181888
988.2498, 37081, -1334181888, 37081, -1334181888
988.6956, 37081, -1334181888, 37081, -1334181888
988.7457, 37081, -1334181888, 37081, -1334181888
988.7574, 37081, -1334181888, 37081, -1334181888
988.8031, 37081, -1334181888, 37081, -1334181888
988.8293, 37081, -1334181888, 37081, -1334181888
988.8702, 37081, -1334181888, 37081, -1334181888
988.8829, 37081, -1334181888, 37081, -1334181888
988.9544, 37081, -1334181888, 37081, -1334181888
989.9346, 37081, -1334181888, 37081, -1334181888
990.0434, 37081, -1334181888, 37081, -1334181888
990.0556, 37081, -1334181888, 37081, -1334181888
990.0963, 37081, -1334181888, 37081, -1334181888
990.1243, 37081, -1334181888, 37081, -1334181888
990.1671, 37081, -1334181888, 37081, -1334181888
990.1794, 37081, -1334181888, 37081, -1334181888
990.2412, 37081, -1334181888, 37081, -1334181888
990.6914, 37081, -1334181888, 37081, -1334181888
990.7628, 37081, -1334181888, 37081, -1334181888
990.7748, 37081, -1334181888, 37081, -1334181888
990.8166, 37081, -1334181888, 37081, -1334181888
990.8453, 37081, -1334181888, 37081, -1334181888
990.8878, 37081, -1334181888, 37081, -1334181888
990.9001, 37081, -1334181888, 37081, -1334181888
990.9832, 37081, -1334181888, 37081, -1334181888
991.6166, 37081, -1334181888, 37081, -1334181888
991.6876, 37081, -1334181888, 37081, -1334181888
991.6996, 37081, -1334181888, 37081, -1334181888
991.7390, 37081, -1334181888, 37081, -1334181888
991.7675, 37081, -1334181888, 37081, -1334181888
991.8072, 37081, -1334181888, 37081, -1334181888
991.8192, 37081, -1334181888, 37081, -1334181888
991.8546, 37081, -1334181888, 37081, -1334181888
992.6327, 37081, -1334181888, 37081, -1334181888
992.6856, 37081, -1334181888, 37081, -1334181888
992.6981, 37081, -1334181888, 37081, -1334181888
992.7381, 37081, -1334181888, 37081, -1334181888
992.7675, 37081, -1334181888, 37081, -1334181888
992.8123, 37081, -1334181888, 37081, -1334181888
992.8249, 37081, -1334181888, 37081, -1334181888
992.9125, 37081, -1334181888, 37081, -1334181888
993.6074, 37081, -1334181888, 37081, -1334181888
993.6575, 37081, -1334181888, 37081, -1334181888
993.6695, 37081, -1334181888, 37081, -1334181888
993.7112, 37081, -1334181888, 37081, -1334181888
993.7417, 37081, -1334181888, 37081, -1334181888
993.7845, 37081, -1334181888, 37081, -1334181888
993.7967, 37081, -1334181888, 37081, -1334181888
993.9046, 37081, -1334181888, 37081, -1334181888
994.6230, 37081, -1334181888, 37081, -1334181888
994.6908, 37081, -1334181888, 37081, -1334181888
994.7035, 37081, -1334181888, 37081, -1334181888
994.7429, 37081, -1334181888, 37081, -1334181888
994.8009, 37081, -1334181888, 37081, -1334181888
994.8953, 37081, -1334181888, 37081, -1334181888
994.9081, 37081, -1334181888, 37081, -1334181888
994.9774, 37081, -1334181888, 37081, -1334181888
995.7427, 37081, -1334181888, 37081, -1334181888
995.8215, 37081, -1334181888, 37081, -1334181888
995.8342, 37081, -1334181888, 37081, -1334181888
995.9387, 37081, -1334181888, 37081, -1334181888
995.9676, 37081, -1334181888, 37081, -1334181888
996.0066, 37081, -1334181888, 37081, -1334181888
996.0185, 37081, -1334181888, 37081, -1334181888
996.0824, 37081, -1334181888, 37081, -1334181888
996.7506, 37081, -1334181888, 37081, -1334181888
996.8080, 37081, -1334181888, 37081, -1334181888
996.8229, 37081, -1334181888, 37081, -1334181888
996.9356, 37081, -1334181888, 37081, -1334181888
996.9721, 37081, -1334181888, 37081, -1334181888
997.0134, 37081, -1334181888, 37081, -1334181888
997.0254, 37081, -1334181888, 37081, -1334181888
997.1104, 37081, -1334181888, 37081, -1334181888
997.7313, 37081, -1334181888, 37081, -1334181888
998.3776, 37081, -1334181888, 37081, -1334181888
998.3913, 37081, -1334181888, 37081, -1334181888
998.4419, 37081, -1334181888, 37081, -1334181888
998.5482, 37081, -1334181888, 37081, -1334181888
998.5505, 37081, -1334181888, 37081, -1334181888
998.5656, 37081, -1334181888, 37081, -1334181888
998.6359, 37081, -1334181888, 37081, -1334181888
998.8010, 37081, -1334181888, 37081, -1334181888
998.8736, 37081, -1334181888, 37081, -1334181888
998.8865, 37081, -1334181888, 37081, -1334181888
998.9283, 37081, -1334181888, 37081, -1334181888
998.9589, 37081, -1334181888, 37081, -1334181888
999.0010, 37081, -1334181888, 37081, -1334181888
999.0137, 37081, -1334181888, 37081, -1334181888
999.0444, 37081, -1334181888, 37081, -1334181888
999.7067, 37081, -1334181888, 37081, -1334181888
999.7929, 37081, -1334181888, 37081, -1334181888
999.8061, 37081, -1334181888, 37081, -1334181888
999.8482, 37081, -1334181888, 37081, -1334181888
999.8782, 37081, -1334181888, 37081, -1334181888
999.9210, 37081, -1334181888, 37081, -1334181888
999.9330, 37081, -1334181888, 37081, -1334181888
999.9633, 37081, -1334181888, 37081, -1334181888
1000.6390, 37081, -1334181888, 37081, -1334181888
1000.7100, 37081, -1334181888, 37081, -1334181888
1000.7239, 37081, -1334181888, 37081, -1334181888
1000.7635, 37081, -1334181888, 37081, -1334181888
1000.7945, 37081, -1334181888, 37081, -1334181888
1000.8367, 37081, -1334181888, 37081, -1334181888
1000.8490, 37081, -1334181888, 37081, -1334181888
1000.8825, 37081, -1334181888, 37081, -1334181888
1001.8595, 37081, -1334181888, 37081, -1334181888
1001.9393, 37081, -1334181888, 37081, -1334181888
1001.9825, 37081, -1334181888, 37081, -1334181888
1002.0246, 37081, -1334181888, 37081, -1334181888
1002.0574, 37081, -1334181888, 37081, -1334181888
1002.1411, 37081, -1334181888, 37081, -1334181888
1002.1545, 37081, -1334181888, 37081, -1334181888
1002.1848, 37081, -1334181888, 37081, -1334181888
1002.8410, 37081, -1334181888, 37081, -1334181888
1002.8714, 37081, -1334181888, 37081, -1334181888
1002.8828, 37081, -1334181888, 37081, -1334181888
1002.9132, 37081, -1334181888, 37081, -1334181888
1002.9233, 37081, -1334181888, 37081, -1334181888
1002.9550, 37081, -1334181888, 37081, -1334181888
1002.9678, 37081, -1334181888, 37081, -1334181888
1002.9965, 37081, -1334181888, 37081, -1334181888
1003.6932, 37081, -1334181888, 37081, -1334181888
1003.7474, 37081, -1334181888, 37081, -1334181888
1003.7588, 37081, -1334181888, 37081, -1334181888
1003.7882, 37081, -1334181888, 37081, -1334181888
1003.7985, 37081, -1334181888, 37081, -1334181888
1003.8303, 37081, -1334181888, 37081, -1334181888
1003.8428, 37081, -1334181888, 37081, -1334181888
1003.8723, 37081, -1334181888, 37081, -1334181888
1008.5439, 37081, -1334181888, 37081, -1334181888
1008.6485, 37081, -1334181888, 37081, -1334181888
1008.6612, 37081, -1334181888, 37081, -1334181888
1008.6894, 37081, -1334181888, 37081, -1334181888
1008.7012, 37081, -1334181888, 37081, -1334181888
1008.7313, 37081, -1334181888, 37081, -1334181888
1008.7433, 37081, -1334181888, 37081, -1334181888
1008.7700, 37081, -1334181888, 37081, -1334181888
1008.9166, 37081, -1334181888, 37081, -1334181888
1008.9574, 37081, -1334181888, 37081, -1334181888
1008.9688, 37081, -1334181888, 37081, -1334181888
1008.9973, 37081, -1334181888, 37081, -1334181888
1009.0056, 37081, -1334181888, 37081, -1334181888
1009.0373, 37081, -1334181888, 37081, -1334181888
1009.0491, 37081, -1334181888, 37081, -1334181888
1009.0846, 37081, -1334181888, 37081, -1334181888
1009.6756, 37081, -1334181888, 37081, -1334181888
1009.7299, 37081, -1334181888, 37081, -1334181888
1009.7416, 37081, -1334181888, 37081, -1334181888
1009.7727, 37081, -1334181888, 37081, -1334181888
1009.7785, 37081, -1334181888, 37081, -1334181888
1009.8131, 37081, -1334181888, 37081, -1334181888
1009.8248, 37081, -1334181888, 37081, -1334181888
1009.8759, 37081, -1334181888, 37081, -1334181888
1010.6416, 37081, -1334181888, 37081, -1334181888
1010.6947, 37081, -1334181888, 37081, -1334181888
1010.7065, 37081, -1334181888, 37081, -1334181888
1010.7361, 37081, -1334181888, 37081, -1334181888
1010.7434, 37081, -1334181888, 37081, -1334181888
1010.7776, 37081, -1334181888, 37081, -1334181888
1010.8008, 37081, -1334181888, 37081, -1334181888
1010.8320, 37081, -1334181888, 37081, -1334181888
1011.5946, 37081, -1334181888, 37081, -1334181888
1011.6615, 37081, -1334181888, 37081, -1334181888
1011.6728, 37081, -1334181888, 37081, -1334181888
1011.7030, 37081, -1334181888, 37081, -1334181888
1011.7120, 37081, -1334181888, 37081, -1334181888
1011.7430, 37081, -1334181888, 37081, -1334181888
1011.7542, 37081, -1334181888, 37081, -1334181888
1011.7860, 37081, -1334181888, 37081, -1334181888
1013.2521, 37081, -1334181888, 37081, -1334181888
1013.4333, 37081, -1334181888, 37081, -1334181888
1013.4943, 37081, -1334181888, 37081, -1334181888
1013.5285, 37081, -1334181888, 37081, -1334181888
1013.5798, 37081, -1334181888, 37081, -1334181888
1013.6073, 37081, -1334181888, 37081, -1334181888
1013.6311, 37081, -1334181888, 37081, -1334181888
1013.6956, 37081, -1334181888, 37081, -1334181888
1013.8816, 37081, -1334181888, 37081, -1334181888
1013.9454, 37081, -1334181888, 37081, -1334181888
1013.9571, 37081, -1334181888, 37081, -1334181888
1013.9849, 37081, -1334181888, 37081, -1334181888
1013.9982, 37081, -1334181888, 37081, -1334181888
1014.0259, 37081, -1334181888, 37081, -1334181888
1014.0374, 37081, -1334181888, 37081, -1334181888
1014.0678, 37081, -1334181888, 37081, -1334181888
1015.0802, 37081, -1334181888, 37081, -1334181888
1015.1446, 37081, -1334181888, 37081, -1334181888
1015.1563, 37081, -1334181888, 37081, -1334181888
1015.1843, 37081, -1334181888, 37081, -1334181888
1015.2266, 37081, -1334181888, 37081, -1334181888
1015.2282, 37081, -1334181888, 37081, -1334181888
1015.2420, 37081, -1334181888, 37081, -1334181888
1015.2691, 37081, -1334181888, 37081, -1334181888
1015.8045, 37081, -1334181888, 37081, -1334181888
1015.8619, 37081, -1334181888, 37081, -1334181888
1015.8737, 37081, -1334181888, 37081, -1334181888
1015.9043, 37081, -1334181888, 37081, -1334181888
1015.9112, 37081, -1334181888, 37081, -1334181888
1015.9455, 37081, -1334181888, 37081, -1334181888
1015.9574, 37081, -1334181888, 37081, -1334181888
1015.9879, 37081, -1334181888, 37081, -1334181888
1017.0115, 37081, -1334181888, 37081, -1334181888
1017.0698, 37081, -1334181888, 37081, -1334181888
1017.0813, 37081, -1334181888, 37081, -1334181888
1017.1197, 37081, -1334181888, 37081, -1334181888
1017.1298, 37081, -1334181888, 37081, -1334181888
1017.1653, 37081, -1334181888, 37081, -1334181888
1017.1753, 37081, -1334181888, 37081, -1334181888
1017.1914, 37081, -1334181888, 37081, -1334181888
1017.8076, 37081, -1334181888, 37081, -1334181888
1017.9031, 37081, -1334181888, 37081, -1334181888
1017.9148, 37081, -1334181888, 37081, -1334181888
1017.9479, 37081, -1334181888, 37081, -1334181888
1017.9504, 37081, -1334181888, 37081, -1334181888
1017.9891, 37081, -1334181888, 37081, -1334181888
1018.0009, 37081, -1334181888, 37081, -1334181888
1018.0321, 37081, -1334181888, 37081, -1334181888
1018.9607, 37081, -1334181888, 37081, -1334181888
1019.0241, 37081, -1334181888, 37081, -1334181888
1019.0357, 37081, -1334181888, 37081, -1334181888
1019.0663, 37081, -1334181888, 37081, -1334181888
1019.0733, 37081, -1334181888, 37081, -1334181888
1019.1070, 37081, -1334181888, 37081, -1334181888
1019.1186, 37081, -1334181888, 37081, -1334181888
1019.1509, 37081, -1334181888, 37081, -1334181888
1019.9375, 37081, -1334181888, 37081, -1334181888
1020.0033, 37081, -1334181888, 37081, -1334181888
1020.0152, 37081, -1334181888, 37081, -1334181888
1020.0451, 37081, -1334181888, 37081, -1334181888
1020.0530, 37081, -1334181888, 37081, -1334181888
1020.0861, 37081, -1334181888, 37081, -1334181888
1020.1057, 37081, -1334181888, 37081, -1334181888
1020.1366, 37081, -1334181888, 37081, -1334181888
1021.9651, 37081, -1334181888, 37081, -1334181888
1022.1869, 37081, -1334181888, 37081, -1334181888
1022.2221, 37081, -1334181888, 37081, -1334181888
1022.2277, 37081, -1334181888, 37081, -1334181888
1022.2918, 37081, -1334181888, 37081, -1334181888
1022.3638, 37081, -1334181888, 37081, -1334181888
1022.3959, 37081, -1334181888, 37081, -1334181888
1022.6181, 37081, -1334181888, 37081, -1334181888
1023.1887, 37081, -1334181888, 37081, -1334181888
1023.2201, 37081, -1334181888, 37081, -1334181888
1023.2349, 37081, -1334181888, 37081, -1334181888
1023.2816, 37081, -1334181888, 37081, -1334181888
1023.3058, 37081, -1334181888, 37081, -1334181888
1023.3650, 37081, -1334181888, 37081, -1334181888
1023.3766, 37081, -1334181888, 37081, -1334181888
1023.5450, 37081, -1334181888, 37081, -1334181888
1023.6882, 37081, -1334181888, 37081, -1334181888
1023.7300, 37081, -1334181888, 37081, -1334181888
1023.7427, 37081, -1334181888, 37081, -1334181888
1023.7728, 37081, -1334181888, 37081, -1334181888
1023.7988, 37081, -1334181888, 37081, -1334181888
1023.8288, 37081, -1334181888, 37081, -1334181888
1023.8404, 37081, -1334181888, 37081, -1334181888
1023.8743, 37081, -1334181888, 37081, -1334181888
1024.8123, 37081, -1334181888, 37081, -1334181888
1024.8717, 37081, -1334181888, 37081, -1334181888
1024.8842, 37081, -1334181888, 37081, -1334181888
1024.9243, 37081, -1334181888, 37081, -1334181888
1025.7138, 37081, -1334181888, 37081, -1334181888
1025.7544, 37081, -1334181888, 37081, -1334181888
1025.7650, 37081, -1334181888, 37081, -1334181888
1026.5873, 37081, -1334181888, 37081, -1334181888
1026.7535, 37081, -1334181888, 37081, -1334181888
1026.7751, 37081, -1334181888, 37081, -1334181888
1026.7806, 37081, -1334181888, 37081, -1334181888
1026.8062, 37081, -1334181888, 37081, -1334181888
1026.8356, 37081, -1334181888, 37081, -1334181888
1026.8923, 37081, -1334181888, 37081, -1334181888
1026.9066, 37081, -1334181888, 37081, -1334181888
1026.9378, 37081, -1334181888, 37081, -1334181888
1027.7415, 37081, -1334181888, 37081, -1334181888
1027.8349, 37081, -1334181888, 37081, -1334181888
1027.8480, 37081, -1334181888, 37081, -1334181888
1027.8869, 37081, -1334181888, 37081, -1334181888
1027.9232, 37081, -1334181888, 37081, -1334181888
1027.9644, 37081, -1334181888, 37081, -1334181888
1027.9773, 37081, -1334181888, 37081, -1334181888
1028.0163, 37081, -1334181888, 37081, -1334181888
1028.7583, 37081, -1334181888, 37081, -1334181888
1028.7719, 37081, -1334181888, 37081, -1334181888
1028.7833, 37081, -1334181888, 37081, -1334181888
1028.8120, 37081, -1334181888, 37081, -1334181888
1028.8332, 37081, -1334181888, 37081, -1334181888
1028.8511, 37081, -1334181888, 37081, -1334181888
1028.8551, 37081, -1334181888, 37081, -1334181888
1028.9101, 37081, -1334181888, 37081, -1334181888
1029.7418, 37081, -1334181888, 37081, -1334181888
1029.8537, 37081, -1334181888, 37081, -1334181888
1029.8665, 37081, -1334181888, 37081, -1334181888
1029.9051, 37081, -1334181888, 37081, -1334181888
1029.9446, 37081, -1334181888, 37081, -1334181888
1030.0055, 37081, -1334181888, 37081, -1334181888
1030.0174, 37081, -1334181888, 37081, -1334181888
1030.0464, 37081, -1334181888, 37081, -1334181888
1030.6783, 37081, -1334181888, 37081, -1334181888
1030.7549, 37081, -1334181888, 37081, -1334181888
1030.7665, 37081, -1334181888, 37081, -1334181888
1030.8032, 37081, -1334181888, 37081, -1334181888
1030.8087, 37081, -1334181888, 37081, -1334181888
1030.8487, 37081, -1334181888, 37081, -1334181888
1030.8601, 37081, -1334181888, 37081, -1334181888
1030.8888, 37081, -1334181888, 37081, -1334181888
1031.6637, 37081, -1334181888, 37081, -1334181888
1031.7134, 37081, -1334181888, 37081, -1334181888
1031.7246, 37081, -1334181888, 37081, -1334181888
1031.7664, 37081, -1334181888, 37081, -1334181888
1031.7676, 37081, -1334181888, 37081, -1334181888
1031.8124, 37081, -1334181888, 37081, -1334181888
1031.8251, 37081, -1334181888, 37081, -1334181888
1031.8559, 37081, -1334181888, 37081, -1334181888
1032.6274, 37081, -1334181888, 37081, -1334181888
1032.6505, 37081, -1334181888, 37081, -1334181888
1032.6600, 37081, -1334181888, 37081, -1334181888
1032.6953, 37081, -1334181888, 37081, -1334181888
1032.6972, 37081, -1334181888, 37081, -1334181888
1032.7345, 37081, -1334181888, 37081, -1334181888
1032.7463, 37081, -1334181888, 37081, -1334181888
1032.7733, 37081, -1334181888, 37081, -1334181888
1033.6175, 37081, -1334181888, 37081, -1334181888
1033.6519, 37081, -1334181888, 37081, -1334181888
1033.6661, 37081, -1334181888, 37081, -1334181888
1033.7062, 37081, -1334181888, 37081, -1334181888
1033.7072, 37081, -1334181888, 37081, -1334181888
1033.7492, 37081, -1334181888, 37081, -1334181888
1033.7609, 37081, -1334181888, 37081, -1334181888
1033.7904, 37081, -1334181888, 37081, -1334181888
1034.5891, 37081, -1334181888, 37081, -1334181888
1034.6138, 37081, -1334181888, 37081, -1334181888
1034.6246, 37081, -1334181888, 37081, -1334181888
1034.6567, 37081, -1334181888, 37081, -1334181888
1034.6680, 37081, -1334181888, 37081, -1334181888
1034.6973, 37081, -1334181888, 37081, -1334181888
1034.7088, 37081, -1334181888, 37081, -1334181888
1034.7394, 37081, -1334181888, 37081, -1334181888
1036.0207, 37081, -1334181888, 37081, -1334181888
1036.0714, 37081, -1334181888, 37081, -1334181888
1036.0821, 37081, -1334181888, 37081, -1334181888
1036.1227, 37081, -1334181888, 37081, -1334181888
1036.1256, 37081, -1334181888, 37081, -1334181888
1036.1894, 37081, -1334181888, 37081, -1334181888
1036.2006, 37081, -1334181888, 37081, -1334181888
1036.2307, 37081, -1334181888, 37081, -1334181888
1036.7606, 37081, -1334181888, 37081, -1334181888
1036.7897, 37081, -1334181888, 37081, -1334181888
1036.8034, 37081, -1334181888, 37081, -1334181888
1036.8421, 37081, -1334181888, 37081, -1334181888
1036.8428, 37081, -1334181888, 37081, -1334181888
1036.8818, 37081, -1334181888, 37081, -1334181888
1036.8942, 37081, -1334181888, 37081, -1334181888
1036.9244, 37081, -1334181888, 37081, -1334181888
1037.6723, 37081, -1334181888, 37081, -1334181888
1037.9400, 37081, -1334181888, 37081, -1334181888
1037.9531, 37081, -1334181888, 37081, -1334181888
1037.9811, 37081, -1334181888, 37081, -1334181888
1037.9923, 37081, -1334181888, 37081, -1334181888
1038.0206, 37081, -1334181888, 37081, -1334181888
1038.0324, 37081, -1334181888, 37081, -1334181888
1038.0603, 37081, -1334181888, 37081, -1334181888
1038.8086, 37081, -1334181888, 37081, -1334181888
1038.8620, 37081, -1334181888, 37081, -1334181888
1038.8745, 37081, -1334181888, 37081, -1334181888
1038.9026, 37081, -1334181888, 37081, -1334181888
1038.9153, 37081, -1334181888, 37081, -1334181888
1038.9423, 37081, -1334181888, 37081, -1334181888
1038.9547, 37081, -1334181888, 37081, -1334181888
1038.9838, 37081, -1334181888, 37081, -1334181888
1039.6398, 37081, -1334181888, 37081, -1334181888
1039.6806, 37081, -1334181888, 37081, -1334181888
1039.6926, 37081, -1334181888, 37081, -1334181888
1039.7205, 37081, -1334181888, 37081, -1334181888
1039.7314, 37081, -1334181888, 37081, -1334181888
1039.7638, 37081, -1334181888, 37081, -1334181888
1039.7753, 37081, -1334181888, 37081, -1334181888
1039.8021, 37081, -1334181888, 37081, -1334181888
1040.6041, 37081, -1334181888, 37081, -1334181888
1040.6628, 37081, -1334181888, 37081, -1334181888
1040.6757, 37081, -1334181888, 37081, -1334181888
1040.7032, 37081, -1334181888, 37081, -1334181888
1040.7144, 37081, -1334181888, 37081, -1334181888
1040.7447, 37081, -1334181888, 37081, -1334181888
